Plant_Id,Scientific_name,Plant_Name_Mapped,Plant_Use
1063,Artemisia vulgaris,Artemisia vulgaris,"[['aerial part', 'Asthma'], ['aerial part', 'Brain diseases'], ['aerial part', 'Nervous system diseases'], ['aerial part', 'Spasm'], ['leaf', 'Anorexia'], ['leaf', 'Spasm'], ['leaf', 'Brain diseases'], ['leaf', 'Dyspepsia'], ['leaf', 'Nervous system diseases'], ['leaf', 'Asthma'], ['root', 'General tonic for rejuvenation'], ['aerial part', 'Anticoagulants'], ['root', 'Parasympatholytics'], ['whole plant', 'Urination disorders'], ['whole plant', 'Amenorrhea'], ['whole plant', 'Antipyretics'], ['whole plant', 'Appetite stimulants'], ['whole plant', 'Demulcents'], ['whole plant', 'Diuretics'], ['whole plant', 'Fever'], ['whole plant', 'Parasympatholytics'], ['whole plant', 'Anti-inflammatory agents'], ['whole plant', 'Deobstruent'], ['whole plant', 'Anthelmintics'], ['None', 'Central nervous system diseases'], ['whole plant', 'Menstruation-inducing agents'], ['whole plant', 'Inflammation']]"
1081,Arthrocnemum glaucum,Arthrocnemum macrostachyum,"[['None', 'Anti-infective agents']]"
1082,Arthrocnemum indicum,Arthrocnemum indicum,"[['None', 'Antidotes'], ['None', 'Scorpion stings']]"
1084,Artocarpus chaplasha,Artocarpus chama,"[['whole plant excluding root', 'Anti-inflammatory agents']]"
1087,Artocarpus heterophyllus,Artocarpus heterophyllus,"[['fruit', 'Antifungal agents'], ['fruit', 'Anti-bacterial agents'], ['bark', 'Eczema'], ['bark', 'Galactogogues'], ['bark', 'Epilepsy'], ['fruit', 'Anti-inflammatory agents'], ['bark', 'Lymphadenitis'], ['fruit', 'Antineoplastic agents'], ['fruit', 'Dysentery'], ['fruit', 'Antioxidants'], ['fruit', 'Aphrodisiacs'], ['fruit', 'Astringents'], ['fruit', 'Cholagogues and choleretics'], ['fruit', 'Demulcents'], ['leaf', 'Hypoglycemia'], ['fruit', 'Erectile dysfunction'], ['fruit', 'Dyspepsia'], ['fruit', 'Anti-obesity agents'], ['fruit', 'Flatulence'], ['leaf', 'Antioxidants'], ['fruit', 'Hypoglycemia'], ['leaf', 'Galactogogues'], ['fruit', 'Laxatives'], ['fruit', 'General tonic for rejuvenation'], ['fruit', 'Ulcer'], ['fruit', 'Vomiting'], ['fruit', 'Wound healing'], ['fruit', 'Cooling effect on body'], ['leaf', 'Anti-bacterial agents'], ['fruit', 'Diet, food, and nutrition'], ['leaf', 'Antidotes'], ['leaf', 'Anti-inflammatory agents'], ['leaf', 'Antineoplastic agents'], ['fruit', 'Gastrointestinal diseases'], ['leaf', 'Dental caries'], ['leaf', 'Erectile dysfunction'], ['leaf', 'Estrogen receptor modulators'], ['leaf', 'Fever'], ['leaf', 'Furunculosis'], ['leaf', 'Contraceptive agents'], ['fruit', 'Asthenia'], ['leaf', 'Antifungal agents'], ['wood', 'Anticonvulsants'], ['leaf', 'Skin diseases'], ['leaf', 'Snake bites'], ['leaf', 'Wound healing'], ['leaf', 'Wounds and injuries'], ['plant exudate', 'Abscess'], ['plant exudate', 'Anti-bacterial agents'], ['plant exudate', 'Dyspepsia'], ['plant exudate', 'Endophthalmitis'], ['leaf', 'Ulcer'], ['plant exudate', 'Pharyngitis'], ['root', 'Pain'], ['root', 'Diarrhea'], ['root', 'Skin diseases'], ['root', 'Hemorrhage'], ['root', 'Inflammation'], ['root', 'Laxatives'], ['root', 'Asthma'], ['plant exudate', 'Lymphadenitis'], ['seed', 'Aphrodisiacs'], ['seed', 'Antineoplastic agents'], ['seed', 'Cholinergic agents'], ['seed', 'Diuretics'], ['seed', 'Hemagglutination'], ['shoot', 'Antinematodal agents'], ['whole plant', 'Abscess'], ['whole plant', 'Snake bites'], ['whole plant', 'Suppuration'], ['whole plant excluding root', 'Antiprotozoal agents'], ['whole plant excluding root', 'Cardiovascular system'], ['wood', 'Hypnotics and sedatives'], ['whole plant', 'Lymphadenitis'], ['None', 'Carbuncle'], ['seed', 'Cardiotonic agents'], ['leaf', 'Scorpion stings'], ['None', 'Wounds and injuries'], ['None', 'Toothache'], ['leaf', 'Hypoglycemic agents'], ['None', 'Stomach diseases'], ['None', 'Smallpox'], ['None', 'Postnatal care'], ['None', 'Infertility, female']]"
1088,Artocarpus hirsutus,Artocarpus hirsutus,"[['bark', 'Acne vulgaris'], ['bark', 'Exanthema'], ['bark', 'Wound healing'], ['fruit', 'Anorexia'], ['fruit', 'Aphrodisiacs'], ['fruit', 'Appetite stimulants'], ['fruit', 'Colic'], ['aerial part', 'Diuretics'], ['fruit', 'Flatulence'], ['leaf', 'Lymphadenitis'], ['leaf', 'Orchitis'], ['leaf', 'Hydrocele'], ['None', 'Lymphadenitis'], ['whole plant excluding root', 'Parasympatholytics'], ['None', 'Orchitis'], ['whole plant excluding root', 'Central nervous system diseases'], ['whole plant excluding root', 'Apnea'], ['seed', 'Antirheumatic agents'], ['seed', 'Hair loss'], ['whole plant excluding root', 'Diuretics']]"
1090,Artocarpus incisus,Artocarpus altilis,"[['fruit', 'Cardiotonic agents'], ['fruit', 'Appetite stimulants'], ['aerial part', 'Diuretics'], ['flower', 'Antineoplastic agents'], ['bark', 'Anti-bacterial agents'], ['fruit', 'Colic'], ['leaf', 'Headache'], ['fruit', 'Diuretics'], ['fruit', 'Lactation disorders'], ['fruit', 'Galactogogues'], ['fruit', 'Heart diseases'], ['leaf', 'Abdominal pain'], ['leaf', 'Antifungal agents'], ['leaf', 'Antihypertensive agents'], ['leaf', 'Antipyretics'], ['fruit', 'Flatulence'], ['fruit', 'Anorexia'], ['leaf', 'Eye diseases'], ['root', 'Back pain'], ['leaf', 'Pruritus'], ['plant exudate', 'Wounds and injuries'], ['plant exudate', 'Ulcer'], ['plant exudate', 'Skin diseases'], ['root', 'Orchitis'], ['plant exudate', 'Abscess'], ['leaf', 'Wounds and injuries'], ['plant exudate', 'Fractures, bone'], ['root', 'Antineoplastic agents'], ['plant exudate', 'Endocrine system diseases'], ['root', 'Diarrhea'], ['root', 'Dysentery'], ['stem', 'Diarrhea'], ['leaf', 'Irritant'], ['stem', 'Fever'], ['stem', 'Furunculosis'], ['whole plant excluding root', 'Diuretics'], ['stem', 'Eye diseases']]"
1091,Artocarpus lacucha,Artocarpus lacucha,"[['bark', 'Wounds and injuries'], ['None', 'Splenic diseases'], ['bark', 'Acne vulgaris'], ['bark', 'Furunculosis'], ['bark', 'Anthelmintics'], ['bark', 'Skin diseases'], ['seed', 'Hemagglutination'], ['stem', 'Anthelmintics'], ['whole plant excluding root', 'Apnea'], ['whole plant excluding root', 'Cardiovascular system'], ['None', 'Fractures, bone'], ['seed', 'Cathartics']]"
1093,Aruncus dioicus,Aruncus dioicus,"[['root', 'Gallbladder diseases'], ['leaf', 'Gallbladder diseases'], ['flower', 'Gallbladder diseases']]"
1094,Arundina graminifolia,Arundina graminifolia,"[['rhizome', 'Snake bites'], ['rhizome', 'Antirheumatic agents'], ['rhizome', 'Antitoxins'], ['rhizome', 'Contusions'], ['rhizome', 'Hepatitis'], ['rhizome', 'Pneumonia'], ['whole plant', 'Antirheumatic agents'], ['rhizome', 'Tracheitis'], ['whole plant', 'Antitoxins'], ['whole plant', 'Contusions'], ['whole plant', 'Pneumonia'], ['whole plant', 'Snake bites'], ['whole plant', 'Tracheitis'], ['whole plant', 'Hepatitis']]"
1123,Arundo donax,Arundo donax,"[['rhizome', 'Hypotension'], ['flower', 'Central nervous system depressants'], ['flower', 'Hypotension'], ['flower', 'Parasympatholytics'], ['rhizome', 'Anti-infective agents, local'], ['rhizome', 'Diuretics'], ['rhizome', 'Breast diseases'], ['rhizome', 'Menstruation-inducing agents'], ['rhizome', 'Emollients'], ['None', 'Ulcer'], ['None', 'Edema'], ['None', 'General tonic for rejuvenation'], ['None', 'Insect repellents'], ['rhizome', 'Uterine contraction'], ['whole plant', 'Insect repellents'], ['rhizome', 'Increased lactation'], ['None', 'Urination disorders']]"
1125,Asclepias curassavica,Asclepias curassavica,"[['leaf', 'Gonorrhea'], ['leaf', 'Dysentery'], ['leaf', 'Cardiotonic agents'], ['leaf', 'Antineoplastic agents'], ['flower', 'Hemostatics'], ['leaf', 'Anthelmintics'], ['leaf', 'Abdominal pain'], ['root', 'Astringents'], ['flower', 'Eye diseases'], ['flower', 'Antineoplastic agents'], ['root', 'Hemostatics'], ['leaf', 'Hemorrhage'], ['leaf', 'Hypohidrosis'], ['leaf', 'Anti-bacterial agents'], ['plant exudate', 'Anti-infective agents, local'], ['root', 'Hemorrhage'], ['root', 'Gonorrhea'], ['root', 'Cathartics'], ['root', 'Bronchitis'], ['root', 'Emetics'], ['plant exudate', 'Wounds and injuries'], ['plant exudate', 'Warts'], ['plant exudate', 'Callosities'], ['plant exudate', 'Antineoplastic agents'], ['root', 'Hemorrhoids'], ['leaf', 'Hemorrhoids'], ['whole plant', 'Antitoxins'], ['None', 'Headache'], ['None', 'Contraceptive agents'], ['None', 'Abdominal neoplasms'], ['whole plant', 'Hemostatics'], ['whole plant', 'Hemostasis'], ['whole plant', 'Gonorrhea'], ['root', 'Neoplasms'], ['whole plant', 'Cathartics'], ['None', 'Antiemetics'], ['whole plant', 'Abdominal neoplasms'], ['stem', 'Antineoplastic agents'], ['root', 'Warts'], ['whole plant', 'Emetics'], ['None', 'Cardiotonic agents'], ['whole plant', 'Anthelmintics'], ['None', 'Gonorrhea'], ['None', 'Heart diseases'], ['root', 'Ulcer'], ['None', 'Warts'], ['None', 'Tuberculosis'], ['None', 'Anti-poisoning'], ['None', 'Tuberculosis, pulmonary'], ['None', 'Nasopharyngeal neoplasms'], ['None', 'Muscular diseases'], ['None', 'Hemorrhoids'], ['None', 'Hemorrhage'], ['None', 'Neoplasms']]"
1128,Asparagus adscendens,Asparagus adscendens,"[['root', 'Aphrodisiacs'], ['root', 'General tonic for rejuvenation'], ['leaf', 'Expectorants'], ['root', 'Anemia'], ['root', 'Anti-infective agents'], ['root', 'Asthenia'], ['root', 'Galactogogues'], ['root', 'Diarrhea'], ['root', 'Demulcents'], ['root', 'Dyspepsia'], ['root', 'Filariasis'], ['root', 'Mastitis, bovine'], ['root', 'Increase physical endurance, strength and stamina'], ['root', 'Anti-bacterial agents'], ['root', 'Premature ejaculation'], ['root', 'Dysentery'], ['None', 'Cystitis'], ['root', 'Scorpion stings'], ['root', 'Snake bites'], ['None', 'Cardiovascular system'], ['seed', 'Abortifacient agents'], ['stem', 'Aphrodisiacs'], ['None', 'Antirheumatic agents'], ['None', 'Central nervous system diseases'], ['root', 'Cooling effect on body'], ['None', 'Diuretics'], ['None', 'Dysuria'], ['None', 'Fatigue'], ['None', 'Neuritis'], ['None', 'Urologic diseases'], ['None', 'Acute and chronic pyelitis'], ['None', 'Pruritus ani']]"
1132,Asparagus curillus,Asparagus curillus,"[['fruit', 'Antineoplastic agents'], ['fruit', 'Molluscacides'], ['root', 'Diabetes mellitus'], ['root', 'Gonorrhea'], ['root', 'Hemorrhoids'], ['root', 'Molluscacides']]"
1136,Asparagus filicinus,Asparagus filicinus,"[['root', 'General tonic for rejuvenation'], ['root', 'Astringents'], ['None', 'Antiprotozoal agents'], ['root', 'Dysuria'], ['None', 'Spasm'], ['None', 'Parasympatholytics'], ['None', 'Antifungal agents']]"
1138,Asparagus gonoclados,Asparagus gonoclados,"[['root', 'Gonorrhea'], ['root', 'Gastric acid'], ['root', 'Skin diseases'], ['root', 'Aphrodisiacs'], ['root', 'Diabetes mellitus']]"
1140,Asparagus officinalis,Asparagus officinalis,"[['seed', 'Diuretics'], ['root', 'Hypnotics and sedatives'], ['seed', 'Edema'], ['fruit', 'Anti-infective agents'], ['root', 'Diuretics'], ['fruit', 'Contraceptive agents'], ['root', 'Inflammation'], ['root', 'Dysuria'], ['root', 'Jaundice'], ['seed', 'Anti-inflammatory agents'], ['root', 'Schistosomiasis'], ['seed', 'Amenorrhea'], ['seed', 'Anti-bacterial agents'], ['seed', 'Antirheumatic agents'], ['seed', 'Aphrodisiacs'], ['seed', 'Contraceptive agents'], ['seed', 'Demulcents'], ['root', 'Liver diseases'], ['root', 'Gout'], ['seed', 'General tonic for rejuvenation'], ['root', 'Calculi'], ['None', 'Aphrodisiacs'], ['seed', 'Gout'], ['whole plant', 'Urinary tract infections'], ['seed', 'Stomach diseases'], ['seed', 'Sexual debility'], ['seed', 'Deobstruent'], ['shoot', 'Diarrhea'], ['whole plant', 'Antirheumatic agents'], ['seed', 'Kidney calculi'], ['None', 'Antirheumatic agents'], ['None', 'Diuretics'], ['seed', 'Menstruation-inducing agents'], ['None', 'Demulcents'], ['None', 'Cystitis'], ['None', 'Urologic diseases'], ['None', 'General tonic for rejuvenation'], ['seed', 'Hypnotics and sedatives'], ['None', 'Neuritis'], ['None', 'Laxatives'], ['None', 'Hypnotics and sedatives'], ['None', 'Acute and chronic pyelitis']]"
1141,Asparagus plumosus,Asparagus setaceus,"[['leaf', 'Molluscacides'], ['leaf', 'Contraceptive agents']]"
1142,Asparagus racemosus,Asparagus racemosus,"[['bark', 'Anti-bacterial agents'], ['bark', 'Antifungal agents'], ['root', 'Laxatives'], ['bark', 'Dysentery, amebic'], ['fruit', 'Eczema'], ['leaf', 'Acquired immunodeficiency syndrome'], ['leaf', 'Hair loss'], ['leaf', 'Antitussive agents'], ['leaf', 'Galactogogues'], ['leaf', 'Demulcents'], ['leaf', 'Diuretics'], ['leaf', 'Dysentery'], ['leaf', 'Herpes simplex'], ['leaf', 'Irritable bowel syndrome'], ['leaf', 'Postnatal care'], ['aerial part', 'Antineoplastic agents'], ['leaf', 'Scabies'], ['leaf', 'Aphrodisiacs'], ['leaf', 'Urination disorders'], ['root', 'Aphrodisiacs'], ['root', 'Abortifacient agents'], ['leaf', 'Azoospermia'], ['root', 'Analgesics'], ['root', 'Anthelmintics'], ['root', 'Antifungal agents'], ['root', 'Anti-infective agents, local'], ['root', 'Anti-inflammatory agents'], ['root', 'Antinematodal agents'], ['root', 'Antipyretics'], ['root', 'Abdominal pain'], ['root', 'Antirheumatic agents'], ['root', 'Asthenia'], ['root', 'Azoospermia'], ['root', 'Breast diseases'], ['root', 'Bronchitis'], ['root', 'Cardiovascular diseases'], ['root', 'Cardiovascular system'], ['root', 'Lactation disorders'], ['root', 'Acquired immunodeficiency syndrome'], ['root', 'Appetite stimulants'], ['root', 'Cough'], ['root', 'Fatigue'], ['root', 'Diabetes mellitus'], ['root', 'Diet, food, and nutrition'], ['root', 'Diuretics'], ['root', 'Dysentery'], ['root', 'Dysuria'], ['root', 'Eczema'], ['root', 'Edema'], ['root', 'Gastric acid'], ['root', 'Emollients'], ['root', 'Diarrhea'], ['root', 'Disorder of ejaculation'], ['root', 'Erysipelas'], ['root', 'Expectorants'], ['root', 'Eye diseases'], ['root', 'Dyspepsia'], ['root', 'Fertility agents'], ['root', 'Fever'], ['root', 'Flatulence'], ['root', 'Epilepsy'], ['root', 'Erectile dysfunction'], ['root', 'Constipation'], ['root', 'Galactogogues'], ['root', 'Gastritis'], ['root', 'Gastrointestinal hemorrhage'], ['root', 'Gonorrhea'], ['root', 'Gout'], ['root', 'Graves ophthalmopathy'], ['root', 'Hematologic diseases'], ['root', 'Hematuria'], ['root', 'Hemorrhage'], ['root', 'Hemorrhoids'], ['root', 'Gastrointestinal diseases'], ['root', 'Hemostasis'], ['root', 'Hypersensitivity'], ['root', 'Hypertension'], ['root', 'Hypotension'], ['root', 'Inflammation'], ['root', 'Irritable bowel syndrome'], ['root', 'Jaundice'], ['root', 'Kidney diseases'], ['root', 'Demulcents'], ['root', 'Hoarseness'], ['root', 'Leprosy'], ['root', 'Colic'], ['None', 'Dysentery'], ['root', 'Menstruation disturbances'], ['root', 'Molluscacides'], ['root', 'Neoplasms'], ['root', 'Nervous system diseases'], ['root', 'Night blindness'], ['root', 'Pain'], ['root', 'Parasympatholytics'], ['root', 'Tuberculosis'], ['root', 'Pharyngitis'], ['root', 'Pruritus ani'], ['root', 'Puerperal disorders'], ['tuber', 'Furunculosis'], ['root', 'Skin diseases'], ['root', 'Skin diseases, infectious'], ['root', 'Snake bites'], ['root', 'Stomach diseases'], ['root', 'Stomach ulcer'], ['tuber', 'Edema'], ['root', 'Thirst'], ['root', 'Premature ejaculation'], ['root', 'Ulcer'], ['stem', 'Anti-bacterial agents'], ['root', 'Cooling effect on body'], ['root', 'Nocturnal emission of semen'], ['root', 'Uterine diseases'], ['root', 'Vomiting'], ['root', 'Urination disorders'], ['root', 'Whooping cough'], ['stem', 'Antiparasitic agents'], ['root', 'Postnatal care'], ['tuber', 'Antitussive agents'], ['stem', 'Dysentery'], ['stem', 'Wound healing'], ['root', 'Liver diseases'], ['tuber', 'Abdominal pain'], ['tuber', 'Analgesics'], ['root', 'Urinary tract infections'], ['tuber', 'Diabetes mellitus'], ['stem', 'Antiviral agents'], ['stem', 'Digestive system diseases'], ['tuber', 'Fever'], ['root', 'General tonic for rejuvenation'], ['tuber', 'Galactogogues'], ['tuber', 'Headache'], ['tuber', 'Lymphadenitis'], ['tuber', 'Menorrhagia'], ['tuber', 'Oxytocics'], ['tuber', 'Pharyngitis'], ['tuber', 'Snake bites'], ['None', 'Anti-poisoning'], ['whole plant excluding root', 'Antineoplastic agents'], ['None', 'Edema'], ['whole plant excluding root', 'Immunomodulation'], ['None', 'Anti-inflammatory agents'], ['None', 'Aphrodisiacs'], ['None', 'Central nervous system diseases'], ['None', 'Colic'], ['None', 'Demulcents'], ['None', 'Diabetes mellitus'], ['None', 'Diarrhea'], ['None', 'Diuretics'], ['None', 'Immunostimulant'], ['None', 'Erectile dysfunction'], ['whole plant excluding root', 'Anti-bacterial agents'], ['None', 'Pain'], ['None', 'Eye diseases'], ['None', 'Gastrointestinal diseases'], ['None', 'Hematologic diseases'], ['None', 'Hemorrhage'], ['None', 'Hemorrhoids'], ['None', 'Jaundice'], ['None', 'Leukorrhea'], ['None', 'Memory disorders'], ['None', 'Fractures, bone'], ['None', 'Galactogogues'], ['None', 'Increase physical endurance, strength and stamina'], ['None', 'Pleurisy'], ['root', 'Leukorrhea'], ['None', 'General tonic for rejuvenation'], ['None', 'Rinderpest'], ['None', 'Tongue diseases'], ['None', 'Urination disorders'], ['None', 'Uterine diseases'], ['None', 'Nootropic agents']]"
1144,Asparagus setaceus,Asparagus setaceus,"[['leaf', 'Molluscacides'], ['leaf', 'Contraceptive agents']]"
1145,Asparagus sprengeri,Asparagus aethiopicus,"[['None', 'Antineoplastic agents'], ['None', 'Tuberculosis'], ['None', 'Anthelmintics'], ['None', 'Diuretics'], ['None', 'Kidney diseases'], ['None', 'Lung diseases']]"
1147,Asperugo procumbens,Asperugo procumbens,"[['seed', 'Antirheumatic agents']]"
1152,Asphodelus tenuifolius,Asphodelus tenuifolius,"[['seed', 'Diarrhea'], ['seed', 'Diuretics'], ['seed', 'Digestive system diseases'], ['seed', 'Anorexia'], ['seed', 'Appetite stimulants'], ['seed', 'Aphrodisiacs'], ['seed', 'Hemorrhoids'], ['seed', 'Dysentery'], ['seed', 'General tonic for rejuvenation'], ['seed', 'Inflammation'], ['seed', 'Anti-inflammatory agents'], ['seed', 'Anthelmintics'], ['None', 'Insecticides'], ['None', 'Ulcer'], ['None', 'Diuretics'], ['seed', 'Ulcer'], ['None', 'Inflammation']]"
1175,Aster molliusculus,Aster molliusculus,"[['whole plant', 'Anti-bacterial agents'], ['whole plant', 'Antifungal agents']]"
1178,Aster thomsonii,Aster thomsonii,"[['leaf', 'Anti-bacterial agents'], ['leaf', 'Antifungal agents']]"
1179,Astilbe rivularis,Astilbe rivularis,"[['leaf', 'Toothache'], ['root', 'Dysentery'], ['root', 'Diarrhea, infantile'], ['rhizome', 'Pain'], ['rhizome', 'Antirheumatic agents'], ['rhizome', 'Cardiovascular system'], ['rhizome', 'Abdominal pain'], ['rhizome', 'Insecticides']]"
1195,Astragalus frigidus,Astragalus frigidus,"[['root', 'Abdominal pain']]"
1197,Astragalus graveolens,Astragalus graveolens,"[['None', 'Anti-arrhythmia agents'], ['whole plant', 'Cardiovascular system'], ['None', 'Diuretics'], ['whole plant', 'Central nervous system diseases']]"
1209,Astragalus polyacanthus,Astragalus polyacanthus,"[['None', 'Asthenia'], ['None', 'Cholinergic antagonists']]"
1228,Asystasia gangetica,Asystasia gangetica,"[['leaf', 'Anthelmintics'], ['None', 'Edema'], ['None', 'Antirheumatic agents'], ['None', 'Anti-inflammatory agents'], ['None', 'Anthelmintics'], ['None', 'Cardiovascular system'], ['shoot', 'Inflammation'], ['leaf', 'Fractures, bone'], ['leaf', 'Edema'], ['leaf', 'Antirheumatic agents'], ['shoot', 'Wound healing']]"
