,Plant_Id,Scientific_name,Plant_Name_Mapped,Plant_Use,Kingdom,Family,Group,Common_Name,Synonymous_names,System_of_medicine
356,1378,Bauhinia variegata,Bauhinia variegata,"[['flower', 'Diarrhea'], ['flower', 'Dysentery'], ['flower', 'Edema'], ['flower', 'Hemorrhoids'], ['flower', 'Laxatives'], ['flower', 'Menorrhagia'], ['bark', 'Suppuration'], ['leaf', 'Anti-bacterial agents'], ['leaf', 'Skin diseases'], ['plant exudate', 'Colic'], ['bark', 'Syphilis'], ['flower', 'Suppuration'], ['flower', 'Cough'], ['bark', 'Hemorrhoids'], ['leaf', 'Antifungal agents'], ['root', 'Leprosy'], ['stem', 'Antineoplastic agents'], ['stem', 'Cooling effect on body'], ['stem', 'Cough'], ['None', 'Uterine hemorrhage'], ['None', 'Ulcer'], ['None', 'Tuberculosis, lymph node'], ['None', 'Syphilis'], ['None', 'Skin diseases'], ['None', 'Neoplasms'], ['None', 'Leprosy'], ['None', 'Hemorrhoids'], ['None', 'Goiter'], ['None', 'Epistaxis'], ['None', 'Dyspepsia'], ['None', 'Dysentery'], ['stem', 'Astringents'], ['None', 'Diarrhea'], ['root', 'Antineoplastic agents'], ['stem', 'Skin diseases'], ['stem', 'Neoplasms'], ['stem', 'Anti-bacterial agents'], ['root', 'Anti-obesity agents'], ['root', 'Cough'], ['root', 'Diabetes mellitus'], ['root', 'Suppuration'], ['root', 'Rectal prolapse'], ['root', 'Skin diseases'], ['root', 'Snake bites'], ['root', 'Tuberculosis, lymph node'], ['stem', 'Anthelmintics'], ['root', 'Wound healing'], ['seed', 'Agglutination'], ['seed', 'Central nervous system diseases'], ['seed', 'Hemagglutination'], ['stem', 'Menorrhagia'], ['root', 'Obesity'], ['root', 'Menorrhagia'], ['root', 'Hemoptysis'], ['root', 'Intestinal diseases, parasitic'], ['root', 'Inflammation'], ['root', 'Hemostatics'], ['root', 'Hemorrhage'], ['root', 'Flatulence'], ['root', 'Dyspepsia'], ['root', 'Dysentery'], ['root', 'Diarrhea'], ['root', 'Weight loss'], ['flower', 'Cholestasis'], ['stem', 'Laxatives'], ['stem', 'Hemorrhoids'], ['bark', 'Astringents'], ['bark', 'Asthma'], ['bark', 'Antineoplastic agents'], ['bark', 'Antinematodal agents'], ['bark', 'Anti-bacterial agents'], ['bark', 'Anthelmintics'], ['bark', 'Abdominal pain'], ['bark', 'Epistaxis'], ['bark', 'Wound healing'], ['flower', 'Anti-bacterial agents'], ['flower', 'Anthelmintics'], ['flower', 'Abdominal pain'], ['bark', 'Central nervous system stimulants'], ['bark', 'Wounds and injuries'], ['bark', 'Uterine hemorrhage'], ['bark', 'Vitiligo'], ['bark', 'Ulcer'], ['bark', 'Tuberculosis, lymph node'], ['flower', 'Bronchitis'], ['bark', 'Tuberculosis'], ['flower', 'Asthma'], ['bark', 'Attention deficit disorder with hyperactivity'], ['bark', 'Cough'], ['bark', 'Diarrhea'], ['bark', 'Dysentery'], ['stem', 'Hemorrhage'], ['stem', 'Hematuria'], ['stem', 'Goiter'], ['stem', 'Dysentery'], ['stem', 'Diarrhea'], ['root', 'Anti-inflammatory agents'], ['leaf', 'Stomatitis'], ['plant exudate', 'General tonic for rejuvenation'], ['bark', 'Pharyngitis'], ['bark', 'Pain'], ['stem', 'Insecticides'], ['bark', 'Malaria'], ['bark', 'Leprosy'], ['bark', 'Intestinal diseases, parasitic'], ['bark', 'Inflammation'], ['root', 'Anthelmintics'], ['bark', 'Hemorrhage'], ['bark', 'Hematologic diseases'], ['bark', 'Goiter'], ['bark', 'General tonic for rejuvenation'], ['bark', 'Fever'], ['bark', 'Edema'], ['bark', 'Lymphadenitis'], ['None', 'Antithyroid agents'], ['bark', 'Skin diseases'], ['bark', 'Hypothermia']]",Plantae,Leguminosae,Angiosperms,Kachnar,"Bauhinia variegata, Bauhinia alba, Bauthinia variegara, Bauhinia variegat","Ayurveda, Siddha"
357,1380,Beaumontia grandiflora,Beaumontia grandiflora,"[['seed', 'Cardiotonic agents'], ['leaf', 'Contraceptive agents'], ['leaf', 'Abortifacient agents'], ['leaf', 'Luteolytic agents']]",Plantae,Apocynaceae,Angiosperms,Nepal Trumpet Flower,Beaumontia grandiflora,
358,1392,Begonia cucullata,Begonia cucullata,"[['leaf', 'Anti-bacterial agents']]",Plantae,Begoniaceae,Angiosperms,Clubed Begonia,Begonia cucullata,
359,1397,Begonia malabarica,Begonia malabarica,"[['leaf', 'Dizziness'], ['leaf', 'Wound healing']]",Plantae,Begoniaceae,Angiosperms,Malabar Begonia,"Begonia malabarica, Begonia fallax",
360,1416,Belamcanda chinensis,Iris domestica,"[['whole plant', 'Cosmetics'], ['rhizome', 'Lung diseases'], ['rhizome', 'Liver diseases'], ['rhizome', 'Flatulence'], ['rhizome', 'Laxatives'], ['rhizome', 'Antidotes'], ['rhizome', 'Anti-inflammatory agents'], ['rhizome', 'Antipyretics'], ['rhizome', 'Antitussive agents'], ['rhizome', 'Asthma'], ['rhizome', 'Inflammation'], ['whole plant', 'Central nervous system diseases'], ['root', 'Snake bites'], ['stem', 'Foodborne diseases'], ['stem', 'Appetite stimulants'], ['rhizome', 'Antineoplastic agents'], ['root', 'Laxatives'], ['root', 'Anti-inflammatory agents'], ['rhizome', 'Deobstruent'], ['rhizome', 'Tonsillitis'], ['rhizome', 'Sprains and strains'], ['rhizome', 'Pneumonia'], ['rhizome', 'Pharyngitis'], ['rhizome', 'Histamine antagonists'], ['whole plant', 'Cardiovascular system'], ['rhizome', 'Diuretics'], ['rhizome', 'Gonorrhea'], ['rhizome', 'Expectorants'], ['rhizome', 'Chest pain'], ['rhizome', 'Hematologic diseases']]",Plantae,Iridaceae,Angiosperms,Leopard Flower,"Belamcanda chinensis, Iris domestica, Belameanda chinensis",
361,1420,Benincasa hispida,Benincasa hispida,"[['None', 'Asthma'], ['None', 'Ulcer'], ['None', 'Brain diseases'], ['None', 'Constipation'], ['None', 'Contusions'], ['None', 'Demulcents'], ['None', 'Diabetes mellitus'], ['None', 'Diet, food, and nutrition'], ['None', 'Diuretics'], ['None', 'Dyspepsia'], ['None', 'Epilepsy'], ['None', 'Epistaxis'], ['None', 'Exanthema'], ['None', 'Fever'], ['None', 'Antidotes'], ['None', 'Hemoptysis'], ['None', 'Hemorrhoids'], ['None', 'Hoarseness'], ['None', 'Malnutrition'], ['None', 'Mental disorders'], ['None', 'Nervous system diseases'], ['None', 'Nootropic agents'], ['None', 'Increase physical endurance, strength and stamina'], ['None', 'Anti-poisoning'], ['None', 'Respiratory tract diseases'], ['None', 'Syphilis'], ['None', 'Thirst'], ['None', 'Tuberculosis, pulmonary'], ['None', 'Hemorrhage'], ['None', 'Heart diseases'], ['fruit', 'Antiviral agents'], ['seed', 'Urination disorders'], ['fruit', 'Constipation'], ['fruit', 'Cough'], ['fruit', 'Diabetes mellitus'], ['fruit', 'Diet, food, and nutrition'], ['fruit', 'Diuretics'], ['fruit', 'Dyspepsia'], ['fruit', 'Epilepsy'], ['fruit', 'Fever'], ['fruit', 'Heart diseases'], ['fruit', 'Hemoptysis'], ['fruit', 'Hemorrhage'], ['fruit', 'Hemorrhoids'], ['fruit', 'Hemostasis'], ['fruit', 'Hemostatics'], ['fruit', 'Inflammation'], ['fruit', 'Common cold'], ['fruit', 'Jaundice'], ['fruit', 'Central nervous system depressants'], ['fruit', 'Aphrodisiacs'], ['leaf', 'Contusions'], ['fruit', 'Scorpion stings'], ['fruit', 'Lung diseases'], ['fruit', 'Mental disorders'], ['fruit', 'Nervous system diseases'], ['fruit', 'Laxatives'], ['fruit', 'Anti-poisoning'], ['fruit', 'General tonic for rejuvenation'], ['fruit', 'Respiratory tract diseases'], ['fruit', 'Pain'], ['fruit', 'Antidotes'], ['fruit', 'Antineoplastic agents'], ['fruit', 'Antitussive agents'], ['fruit', 'Asthma'], ['fruit', 'Syphilis'], ['seed', 'Epilepsy'], ['seed', 'Exanthema'], ['seed', 'Fever'], ['seed', 'Gonorrhea'], ['seed', 'Heart diseases'], ['seed', 'Hemorrhage'], ['seed', 'Liver diseases'], ['seed', 'Lung diseases'], ['seed', 'Syphilis'], ['seed', 'Thirst'], ['seed', 'Urinary bladder calculi'], ['seed', 'Urethral discharge'], ['whole plant excluding root', 'Central nervous system diseases'], ['seed', 'Diuretics'], ['seed', 'Cough'], ['seed', 'Appendicitis'], ['fruit', 'Tranquilizing agents'], ['fruit', 'Antiperiodic'], ['leaf', 'Cathartics'], ['leaf', 'Cooling effect on body'], ['root', 'Hypersensitivity'], ['seed', 'Anthelmintics'], ['seed', 'Antineoplastic agents'], ['seed', 'Antipyretics'], ['seed', 'Cestoda']]",Plantae,Cucurbitaceae,Angiosperms,,"Benincasa cerifera, Benincasa hispida, Cucurbita hispida","Ayurveda, Siddha, Sowa Rigpa, Unani"
362,1426,Berberis aristata,Berberis aristata,"[['wood', 'General tonic for rejuvenation'], ['wood', 'Skin diseases'], ['wood', 'Eye diseases'], ['wood', 'Deobstruent'], ['None', 'Anti-bacterial agents'], ['None', 'Anticoagulants'], ['wood', 'Menorrhagia'], ['wood', 'Jaundice'], ['stem', 'Diabetes mellitus'], ['stem', 'Wounds and injuries'], ['stem', 'Wound healing'], ['stem', 'Urination disorders'], ['stem', 'Respiratory tract infections'], ['stem', 'Pruritus'], ['stem', 'Pain'], ['stem', 'Mouth diseases'], ['stem', 'Gonorrhea'], ['stem', 'Eye diseases'], ['stem', 'Endophthalmitis'], ['stem', 'Ear diseases'], ['stem', 'Diarrhea'], ['wood', 'Diarrhea'], ['None', 'Antiemetics'], ['None', 'Cardiotonic agents'], ['None', 'Anti-inflammatory agents'], ['None', 'Eye diseases'], ['None', 'Hypotension'], ['None', 'Insecticides'], ['None', 'Jaundice'], ['None', 'Leishmaniasis'], ['None', 'Leukorrhea'], ['None', 'Liver diseases'], ['None', 'Malaria'], ['None', 'Periodontal diseases'], ['None', 'Psychotropic drugs'], ['None', 'Anti-infective agents, local'], ['None', 'Splenomegaly'], ['None', 'Vomiting'], ['None', 'Hemorrhoids'], ['None', 'Endophthalmitis'], ['None', 'Diarrhea'], ['None', 'Conjunctivitis'], ['None', 'Cholera'], ['None', 'Brain neoplasms'], ['None', 'Appetite stimulants'], ['None', 'Antiprotozoal agents'], ['None', 'Antineoplastic agents'], ['None', 'Toothache'], ['stem', 'Antipruritics'], ['fruit', 'Periodontal diseases'], ['root', 'Deobstruent'], ['leaf', 'Liver diseases'], ['fruit', 'Wounds and injuries'], ['fruit', 'Toothache'], ['fruit', 'Thirst'], ['fruit', 'Taste disorders'], ['fruit', 'Stomach diseases'], ['fruit', 'Scurvy'], ['fruit', 'Anti-poisoning'], ['fruit', 'Nausea'], ['None', 'Wounds and injuries'], ['plant exudate', 'Arthritis'], ['bark', 'Diarrhea'], ['bark', 'Leukorrhea'], ['bark', 'Liver diseases'], ['fruit', 'Conjunctivitis'], ['fruit', 'Diarrhea'], ['fruit', 'Eye diseases'], ['fruit', 'Fever'], ['fruit', 'Hematologic diseases'], ['fruit', 'Hemorrhoids'], ['fruit', 'Hepatomegaly'], ['fruit', 'Hypercholesterolemia'], ['bark', 'Jaundice'], ['stem', 'Anti-obesity agents'], ['root', 'Anti-bacterial agents'], ['root', 'Antineoplastic agents'], ['root', 'Ulcer'], ['root', 'Stomatitis'], ['root', 'Spasm'], ['root', 'Skin diseases'], ['root', 'General tonic for rejuvenation'], ['root', 'Platelet aggregation'], ['root', 'Neuralgia'], ['root', 'Menorrhagia'], ['root', 'Malaria'], ['root', 'Leukorrhea'], ['root', 'Anti-inflammatory agents'], ['root', 'Jaundice'], ['root', 'Hemorrhoids'], ['root', 'Hematologic diseases'], ['root', 'Gastrointestinal diseases'], ['root', 'Fever'], ['root', 'Fatigue'], ['root', 'Eye diseases'], ['root', 'Endophthalmitis'], ['root', 'Diarrhea'], ['root', 'Cholera'], ['root', 'Cardiovascular system'], ['root', 'Hypoglycemic agents'], ['fruit', 'Laxatives'], ['fruit', 'Leukorrhea']]",Plantae,Berberidaceae,Angiosperms,Indian Barberry,"Berberis aristata, Berberts aristara, Berberis arisata","Ayurveda, Siddha, Sowa Rigpa, Unani"
363,1427,Berberis asiatica,Berberis asiatica,"[['root', 'Thrombosis'], ['bark', 'Anti-bacterial agents'], ['bark', 'Endophthalmitis'], ['bark', 'Malaria'], ['fruit', 'Laxatives'], ['root', 'Ulcer'], ['root', 'Antineoplastic agents'], ['root', 'Cardiovascular system'], ['None', 'Oral ulcer'], ['root', 'Endophthalmitis'], ['root', 'Fever'], ['root', 'Jaundice'], ['root', 'Increase leukocytes'], ['root', 'Anti-inflammatory agents'], ['root', 'Wounds and injuries'], ['None', 'Mental disorders'], ['root', 'Urethral diseases'], ['None', 'Ulcer'], ['None', 'Snake bites'], ['None', 'Fertility agents'], ['None', 'Endophthalmitis'], ['None', 'Dysentery'], ['None', 'Scorpion stings'], ['wood', 'Endophthalmitis'], ['stem', 'Laxatives'], ['stem', 'Dental caries'], ['stem', 'Antirheumatic agents'], ['whole plant excluding root', 'Antifungal agents'], ['stem', 'Antinematodal agents'], ['root', 'Leukorrhea'], ['None', 'Anti-inflammatory agents'], ['stem', 'Diaphoretic'], ['root', 'Parasympatholytics'], ['root', 'Ear diseases'], ['root', 'Skin diseases']]",Plantae,Berberidaceae,Angiosperms,Asian Barberry,"Berberis asiatica, Berheris asiatica","Ayurveda, Unani"
364,1428,Berberis chitria,Berberis chitria,"[['root', 'Anti-bacterial agents'], ['root', 'Anti-infective agents'], ['root', 'Antispermatogenic agents'], ['root', 'Central nervous system depressants'], ['root', 'Conjunctivitis'], ['root', 'Endophthalmitis'], ['root', 'Epilepsy'], ['root', 'Eye infections'], ['root', 'Hematologic diseases'], ['root', 'Urination disorders'], ['leaf', 'Conjunctivitis'], ['stem', 'Endophthalmitis'], ['stem', 'Hematologic diseases'], ['stem', 'Urination disorders'], ['whole plant excluding root', 'Cardiovascular system'], ['None', 'Conjunctivitis'], ['None', 'Diarrhea'], ['None', 'Endophthalmitis'], ['None', 'Wounds and injuries'], ['root', 'Wound healing'], ['stem', 'Dysentery']]",Plantae,Berberidaceae,Angiosperms,,Berberis chitria,Ayurveda
365,1429,Berberis coriaria,Berberis coriaria,"[['None', 'Leishmaniasis'], ['None', 'Antiprotozoal agents'], ['None', 'Antifungal agents'], ['None', 'Anti-bacterial agents']]",Plantae,Berberidaceae,Angiosperms,,Berberis coriaria,
366,1431,Berberis floribunda,Berberis floribunda,"[['bark', 'Antiviral agents']]",Plantae,Berberidaceae,Angiosperms,,Berberis floribunda,
367,1439,Berberis lamberti,Berberis lambertii,"[['None', 'Antifungal agents'], ['None', 'Anti-bacterial agents'], ['None', 'Antiprotozoal agents'], ['None', 'Leishmaniasis']]",Plantae,Berberidaceae,Angiosperms,,Berberis lambertii,
368,1440,Berberis lycium,Berberis lycium,"[['root', 'Hemorrhoids'], ['root', 'Hepatitis'], ['root', 'Laxatives'], ['root', 'Malaria'], ['root', 'Menorrhagia'], ['root', 'Parasympatholytics'], ['root', 'General tonic for rejuvenation'], ['root', 'Skin diseases'], ['None', 'Hemorrhoids'], ['None', 'Malaria'], ['wood', 'Endophthalmitis'], ['stem', 'Urologic diseases'], ['stem', 'Stomach diseases'], ['stem', 'Hematologic diseases'], ['stem', 'Endophthalmitis'], ['root', 'Diaphoretic'], ['root', 'Stomach diseases'], ['root', 'Hemorrhage'], ['root', 'Eye pain'], ['root', 'Eye diseases'], ['bark', 'Malaria'], ['fruit', 'Hemorrhage'], ['fruit', 'Laxatives'], ['fruit', 'Parasympatholytics'], ['leaf', 'Jaundice'], ['root', 'Anti-bacterial agents'], ['root', 'Anti-infective agents, local'], ['root', 'Antineoplastic agents'], ['root', 'Hematologic diseases'], ['root', 'Antiprotozoal agents'], ['root', 'Antiviral agents'], ['root', 'Appetite stimulants'], ['root', 'Cardiovascular system'], ['root', 'Central nervous system diseases'], ['root', 'Cholagogues and choleretics'], ['root', 'Diabetes mellitus'], ['root', 'Diarrhea'], ['root', 'Endophthalmitis'], ['root', 'Antipyretics'], ['None', 'Endophthalmitis'], ['root', 'Urination disorders'], ['root', 'Ulcer']]",Plantae,Berberidaceae,Angiosperms,Indian Lycium,"Berberis lycium, Berberis lycinm","Ayurveda, Unani"
369,1446,Berberis pachyacantha,Berberis pachyacantha,"[['seed', 'Hypotension'], ['None', 'Anti-bacterial agents'], ['None', 'Anti-inflammatory agents']]",Plantae,Berberidaceae,Angiosperms,,"Berberis pachyacantha, Berberis pachycantha",
370,1448,Berberis petiolaris,Berberis petiolaris,"[['root', 'Diuretics'], ['root', 'Cooling effect on body'], ['root', 'Vomiting'], ['root', 'Thirst'], ['root', 'Nausea'], ['root', 'Astringents'], ['root', 'Cathartics']]",Plantae,Berberidaceae,Angiosperms,,Berberis petiolaris,
371,1449,Berberis pseudumbellata,Berberis pseudumbellata,"[['whole plant excluding root', 'Spasm'], ['whole plant excluding root', 'Cardiovascular system'], ['whole plant excluding root', 'Oxytocics']]",Plantae,Berberidaceae,Angiosperms,,"Berberis pseudoumbellata, Berberis pseudumbellata, Berberis pseudoumbellara, Berbers pseudoumbellura",
372,1451,Berberis tinctoria,Berberis tinctoria,"[['whole plant', 'Diuretics'], ['whole plant', 'Cardiovascular system']]",Plantae,Berberidaceae,Angiosperms,Dye Barberry,Berberis tinctoria,
373,1452,Berberis umbellata,Berberis umbellata,"[['None', 'Anti-arrhythmia agents'], ['None', 'Leishmaniasis']]",Plantae,Berberidaceae,Angiosperms,,"Berberis umbellata, Berberis umbeata",
374,1453,Berberis virescens,Berberis virescens,"[['None', 'Leishmaniasis'], ['None', 'Antiprotozoal agents'], ['None', 'Anti-bacterial agents'], ['None', 'Antifungal agents']]",Plantae,Berberidaceae,Angiosperms,,Berberis virescens,
375,1454,Berberis wallichiana,Berberis wallichiana,"[['stem', 'Dysentery'], ['stem', 'Endophthalmitis'], ['stem', 'Astringents'], ['root', 'Endophthalmitis'], ['root', 'Hemorrhoids'], ['root', 'Jaundice'], ['stem', 'Anti-bacterial agents'], ['stem', 'Antineoplastic agents'], ['stem', 'Hemorrhoids'], ['stem', 'Diarrhea'], ['stem', 'Dyspepsia']]",Plantae,Berberidaceae,Angiosperms,,Berberis wallichiana,
376,1460,Bergenia ciliata,Bergenia ciliata,"[['root', 'Urologic diseases'], ['root', 'Splenomegaly'], ['root', 'Suppuration'], ['root', 'Toothache'], ['root', 'Tuberculosis'], ['root', 'Ulcer'], ['None', 'Endophthalmitis'], ['root', 'Urination disorders'], ['None', 'Dizziness'], ['None', 'Burns'], ['None', 'Blister'], ['stem', 'Diuretics'], ['root', 'Urinary calculi'], ['shoot', 'Kidney calculi'], ['shoot', 'Hemostasis'], ['root', 'Wounds and injuries'], ['root', 'Wound healing'], ['None', 'Diabetes mellitus'], ['shoot', 'Wound healing'], ['root', 'Eye diseases'], ['root', 'Scurvy'], ['rhizome', 'Diabetes mellitus'], ['rhizome', 'Diarrhea'], ['rhizome', 'Dysentery'], ['rhizome', 'Dysuria'], ['rhizome', 'Endophthalmitis'], ['rhizome', 'Kidney calculi'], ['rhizome', 'Laxatives'], ['rhizome', 'Lithiasis'], ['rhizome', 'Liver diseases'], ['rhizome', 'Lung diseases'], ['rhizome', 'Menorrhagia'], ['rhizome', 'Myalgia'], ['rhizome', 'General tonic for rejuvenation'], ['rhizome', 'Scurvy'], ['rhizome', 'Spasm'], ['rhizome', 'Cough'], ['rhizome', 'Central nervous system diseases'], ['rhizome', 'Cardiovascular system'], ['rhizome', 'Cardiotoxins'], ['leaf', 'Anti-inflammatory agents'], ['leaf', 'Cough'], ['leaf', 'Diarrhea'], ['leaf', 'Hemostasis'], ['leaf', 'Kidney calculi'], ['leaf', 'Menorrhagia'], ['leaf', 'Splenomegaly'], ['rhizome', 'Splenomegaly'], ['leaf', 'Urologic diseases'], ['rhizome', 'Analgesics'], ['rhizome', 'Anti-bacterial agents'], ['rhizome', 'Antineoplastic agents'], ['rhizome', 'Antiprotozoal agents'], ['rhizome', 'Antipyretics'], ['rhizome', 'Antiviral agents'], ['rhizome', 'Astringents'], ['leaf', 'Wound healing'], ['root', 'Skin diseases'], ['rhizome', 'Ulcer'], ['rhizome', 'Urinary calculi'], ['None', 'Furunculosis'], ['root', 'Fever'], ['root', 'Furunculosis'], ['root', 'Galactogogues'], ['root', 'Heart diseases'], ['root', 'Hemorrhage'], ['root', 'Inflammation'], ['root', 'Kidney calculi'], ['root', 'Laxatives'], ['root', 'Lithiasis'], ['root', 'Liver diseases'], ['root', 'Lung diseases'], ['root', 'Menorrhagia'], ['root', 'Postpartum hemorrhage'], ['root', 'General tonic for rejuvenation'], ['root', 'Endophthalmitis'], ['root', 'Edema'], ['root', 'Earache'], ['root', 'Dysuria'], ['rhizome', 'Urination disorders'], ['rhizome', 'Urologic diseases'], ['rhizome', 'Uterine hemorrhage'], ['root', 'Abdominal pain'], ['root', 'Abortifacient agents'], ['root', 'Anthelmintics'], ['root', 'Anti-inflammatory agents'], ['rhizome', 'Urinary bladder diseases'], ['root', 'Antipyretics'], ['root', 'Astringents'], ['root', 'Burns'], ['root', 'Cough'], ['root', 'Diabetes mellitus'], ['root', 'Diarrhea'], ['root', 'Diuretics'], ['root', 'Dysentery'], ['root', 'Asthma'], ['None', 'Headache'], ['None', 'Hemorrhage'], ['None', 'Heart diseases'], ['None', 'Wounds and injuries'], ['None', 'Wound healing'], ['None', 'Vertigo'], ['None', 'Urologic diseases'], ['None', 'Urinary calculi'], ['None', 'Ulcer'], ['None', 'Stomach diseases'], ['None', 'Polyuria'], ['None', 'Lithiasis']]",Plantae,Saxifragaceae,Angiosperms,Frilly Bergenia,"Bergenia ciliata, Bergenia cilicia, Bergenica ciliata","Ayurveda, Sowa Rigpa, Unani"
377,1461,Bergenia ligulata,Bergenia pacumbis,"[['root', 'Lung diseases'], ['root', 'Endophthalmitis'], ['root', 'Furunculosis'], ['root', 'Kidney calculi'], ['root', 'Fever'], ['root', 'Diarrhea'], ['root', 'Urologic diseases'], ['root', 'Scurvy'], ['root', 'General tonic for rejuvenation'], ['leaf', 'Kidney calculi'], ['leaf', 'Urologic diseases']]",Plantae,Saxifragaceae,Angiosperms,Chinese Bergenia,"Saxifraga ligulata, Bergenia ligulata, Bergenia pacumbis","Ayurveda, Siddha"
378,1462,Bergenia stracheyi,Bergenia stracheyi,"[['root', 'Asthma'], ['rhizome', 'Endophthalmitis'], ['root', 'Diuretics'], ['rhizome', 'Diarrhea'], ['stem', 'Urologic diseases'], ['root', 'Urologic diseases'], ['root', 'Scurvy'], ['root', 'Hypoglycemic agents'], ['root', 'Endophthalmitis'], ['rhizome', 'Fever'], ['rhizome', 'Kidney calculi'], ['rhizome', 'Menorrhagia'], ['rhizome', 'Urologic diseases'], ['root', 'Abdominal pain'], ['root', 'Antipyretics'], ['root', 'Astringents']]",Plantae,Saxifragaceae,Angiosperms,Himalayan Bergenia,"Bergenia stracheyi, Saxifraga stracheyi",Ayurveda
379,1470,Beta vulgaris,Beta vulgaris,"[['seed', 'Urination disorders'], ['leaf', 'Earache'], ['leaf', 'Diuretics'], ['seed', 'Flatulence'], ['leaf', 'Contusions'], ['leaf', 'Constipation'], ['leaf', 'Cathartics'], ['leaf', 'Burns'], ['leaf', 'Asthenia'], ['leaf', 'Antimutagenic agents'], ['seed', 'Expectorants'], ['leaf', 'Anti-inflammatory agents'], ['leaf', 'Analgesics'], ['leaf', 'Immunostimulant'], ['bulb', 'Contraceptive agents'], ['bulb', 'Anti-infective agents'], ['seed', 'Dysmenorrhea'], ['seed', 'Diuretics'], ['seed', 'Cough'], ['seed', 'Asthma'], ['seed', 'Aphrodisiacs'], ['root', 'Mental disorders'], ['seed', 'Anorexia'], ['seed', 'Amenorrhea'], ['root', 'Metabolic disease'], ['root', 'Uterine diseases'], ['leaf', 'Headache'], ['seed', 'Menstruation-inducing agents'], ['leaf', 'Inflammation'], ['leaf', 'Paralysis'], ['seed', 'Diaphoretic'], ['seed', 'Cooling effect on body'], ['tuber', 'Hemagglutination'], ['whole plant', 'Antifungal agents'], ['whole plant', 'Contraceptive agents'], ['None', 'Diuretics'], ['None', 'Menstruation-inducing agents'], ['root', 'Stomach diseases'], ['root', 'Scurvy'], ['root', 'Pruritus'], ['root', 'Liver diseases'], ['root', 'Inflammatory bowel diseases'], ['root', 'Inflammation'], ['root', 'Hemorrhage'], ['root', 'Headache'], ['root', 'Expectorants'], ['root', 'Endophthalmitis'], ['root', 'Dandruff'], ['root', 'Cough'], ['seed', 'Inflammation'], ['root', 'Asthenia'], ['root', 'Antihypertensive agents'], ['leaf', 'Urination disorders'], ['leaf', 'Splenic diseases'], ['leaf', 'Liver diseases'], ['root', 'Constipation'], ['root', 'Ulcer'], ['root', 'Toothache']]",Plantae,Amaranthaceae,Angiosperms,Sea Beet,Beta vulgaris,"Ayurveda, Homeopathy, Unani"
