,Plant_Id,Scientific_Name,Family,Family_Hindi_Name),Species_Name,Common_Name,Habit,Habitat,Comments,Flower_Fruit,Distribution,Key_Feature
910,2910,Coelachyrum lagopoides,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Coelachyrum lagopoides (Burm.f.) Senaratna,,Herb,,,August-December,Karnataka,
911,2911,Coelodepas calycinum,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Not found in The Plant List,,Tree,Tropical evergreen forests,,,Tamil Nadu,
912,2912,Coeloglossum densum,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Peristylus densus (Lindl.) Santapau & Kapadia,,Herb,Grasslands,,August-October,"Karnataka, Maharashtra",
913,2913,Coelogyne breviscapa,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Coelogyne breviscapa Lindl.,,Herb,"Tropical evergreen forests, Tropical semi-evergreen forests","Often on hills above 1200m, on shola trees, gregarious.",March-September,"Karnataka, Kerala, Tamil Nadu",
914,2914,Coelogyne cristata,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Coelogyne cristata Lindl.,Crested Coelogyne,Herb,,Epiphytic Orchid,,,
915,2915,Coelogyne flaccida,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Coelogyne flaccida Lindl.,,Herb,,,,,
916,2916,Coelogyne glandulosa,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Coelogyne mossiae Rolfe,,Herb,Tropical evergreen forests,,,Tamil Nadu,
917,2917,Coelogyne mossiae,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Coelogyne mossiae Rolfe,,Herb,Shola,Epiphytic,August-October,Kerala,
918,2918,Coelogyne nervosa,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Coelogyne nervosa A.Rich.,The Nerved Coelogyne,Herb,"Grasslands, Tropical evergreen forests, Shola",Epiphytic,June-July,"Karnataka, Kerala, Tamil Nadu",Flowers white with yellow tinge on the lower lip.
919,2919,Coelogyne nitida,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Coelogyne nitida (Wall. ex D.Don) Lindl.,,Herb,,"Epiphytic Orchid, Rare",March-June,Maharashtra,
920,2920,Coelogyne odoratissima,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Coelogyne odoratissima Lindl.,The sweet-scented Plantain Orchid,Herb,Tropical evergreen forests,Epiphytic. Often on hills above 600m on the floor of sholas,February-July,Kerala,Generally having thin and smaler leaves.
921,2921,Coelogyne ovalis,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Coelogyne ovalis Lindl.,,Herb,Tropical evergreen forests,,,Tamil Nadu,Epiphytic herb
922,2922,Coelogyne pendula,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Coelogyne pendula Summerh. ex D.A. CIayton & J.J.Wood,,,,,,Mizoram,
923,2923,Coelogyne prolifera,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Coelogyne prolifera Lindl.,,Herb,Tropical evergreen forests,,,Tamil Nadu,Epiphytic herb
924,2924,Coelogyne stricta,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Coelogyne stricta (D.Don) Schltr.,Erect Coelogyne,Epiphytic herb,On trees along steep riverbanks in lower and upper montane forests; 1100 - 2000 m. altitude,,March-June,Uttarakhand,
925,2925,Coelogyne uniflora,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Panisea uniflora (Lindl.) Lindl.,,Herb,Tropical evergreen forests,,,Tamil Nadu,Epiphytic herb
926,2926,Coelorachis clarkei,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Coelorachis clarkei (Hack.) Blatt. & McCann,,Herb,,,September-November,"Maharashtra, Odisha",
927,2927,Coffea arabica,RUBIACEAE(Madder Or Coffee Family),COFFEE FAMILY (कॉफी फैमिली),Coffea arabica L.,"Arabian Coffee, Coffee",Shrub,Cultivated,Introduced into the East. Cultivated for its seeds which is the source of commercial coffee,March-December,"Andhra Pradesh, Kerala, Odisha",
928,2928,Coffea benghalensis,RUBIACEAE(Madder Or Coffee Family),COFFEE FAMILY (कॉफी फैमिली),Coffea benghalensis B.Heyne ex Schult.,,Shrub,Tropical semi-evergreen forests,Flowers appears with new leaves,February-April,"Odisha, Arunachal Pradesh",
929,2929,Coffea canephora,RUBIACEAE(Madder Or Coffee Family),COFFEE FAMILY (कॉफी फैमिली),Coffea canephora Pierre ex A.Froehner,,Shrub,,Cultivated for its seeds which is the source of commercial coffee.,,Karnataka,
930,2930,Coffea crassifolia,RUBIACEAE(Madder Or Coffee Family),COFFEE FAMILY (कॉफी फैमिली),Nostolachma crassifolia (Gamble) Deb & Lahiri,,Shrub,Tropical evergreen forests,On hills up to 4500 ft. in Western Ghats,January-October,"Kerala, Tamil Nadu",
931,2931,Coffea liberica,RUBIACEAE(Madder Or Coffee Family),COFFEE FAMILY (कॉफी फैमिली),Coffea liberica Hiern,Liberian Coffee,Shrub,Cultivated,,,Kerala,
932,2932,Coffea liberica,RUBIACEAE(Madder Or Coffee Family),COFFEE FAMILY (कॉफी फैमिली),Coffea liberica var. dewevrei (De Wild. & T.Durand) Lebrun,,Shrub,,,,Tamil Nadu,
933,2933,Coffea robusta,RUBIACEAE(Madder Or Coffee Family),COFFEE FAMILY (कॉफी फैमिली),Coffea canephora Pierre ex A.Froehner,Robusta coffee plant,Shrub,,Planted,February-June,Karnataka,"A large shrub. Leaves elliptic, elliptic-oblong, glabrous. Flowers white to pink, in axillary clusters. Calyx glabrous. Corolla funnel-shaped. Drupe subglobose, red when ripe"
934,2934,Coffea travancorensis,RUBIACEAE(Madder Or Coffee Family),COFFEE FAMILY (कॉफी फैमिली),Coffea travancorensis Wight & Arn.,,Undershrub,Sacred groves and scrub jungles,In hills forests as an undergrowth up to 3000 ft.,October-December,"Karnataka, Kerala, Tamil Nadu","A shrub. Leaves opposite, ovate to elliptic or oblanceolate. Inflorescence 3-5-flowered, axillary. Fruit a drupe, depressed globose, blue-black when ripe"
935,2935,Coffea wightiana,RUBIACEAE(Madder Or Coffee Family),COFFEE FAMILY (कॉफी फैमिली),Psilanthus wightianus (Wall. ex Wight & Arn.) J.-F.Leroy,,Shrub,"Tropical semi-evergreen forests and deciduous forests, and scrub jungles",Occasional on plains of scrub jungles to 400m,January-July,"Andhra Pradesh, Kerala, Tamil Nadu",
936,2936,Coix aquatica,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Coix aquatica Roxb.,,Herb,Grasslands,,October-February,"Kerala, Maharashtra, Odisha",
937,2937,Coix gigantea,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Coix aquatica Roxb.,,Herb,Grasslands,,September-November,"Kerala, Maharashtra, Odisha",
938,2938,Coix lacryma-jobi,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Coix lacryma-jobi L.,Job's tear grass,Herb,Marshy areas,Common throughout in standing waters and along banks of streams,August-June,"Kerala, Maharashtra, Odisha",
939,2939,Cola acuminata,STERCULIACEAE(Sterculia Or Cocoa Family),COCOA FAMILY,Cola acuminata (P.Beauv.) Schott & Endl.,,Tree,,,,"Karnataka, Tamil Nadu",Woody follicles
940,2940,Coldenia procumbens,BORAGINACEAE(Forget-Me-Not Or Borage Family),LASORA FAMILY (लसोड़ा फैमिली),Coldenia procumbens L.,,Herb,"Wastelands, dried up ponds","Lake shores, paddy fields and wasteland",December-August,"Andhra Pradesh, Karnataka, Kerala, Maharashtra, Odisha, Tamil Nadu",
941,2941,Colea mauritiana,BIGNONIACEAE(Bignonia Family),NEELI GULMOHUR FAMILY (नीली गुलमोहर फैमिली),Colea colei (Bojer ex Hook.) M.L.Green,,Shrub,Garden plant,Occasionally planted in gardens,,,
942,2942,Colebrookea oppositifolia,LAMIACEAE(Mint Family),TULSI FAMILY (तुलसी फैमिली),Colebrookea oppositifolia Sm.,Indian Squirrel Tail,Shrub,"Tropical evergreen forests, Tropical semi-evergreen forests","On higher hills, in shola floors and bordering the evergreen patches.",January-May,"Andhra Pradesh, Kerala, Maharashtra, Odisha, Himachal Pradesh",
943,2943,Coleus forskohlii,LAMIACEAE(Mint Family),TULSI FAMILY (तुलसी फैमिली),Coleus forskohlii (Willd.) Briq.,,Herb,,,,"Karnataka, Tamil Nadu",
944,2944,Coleus subbaraoi,LAMIACEAE(Mint Family),TULSI FAMILY (तुलसी फैमिली),Unresolved name,,Herb,,,,Andhra Pradesh,
945,2945,Colletia cruciata,RHAMNACEAE(Buckthorn Family),BER FAMILY (बेर फैमिली),Colletia paradoxa (Spreng.) Escal.,,Shrub,,Introduced in hill stations,,,Spiny shrub
946,2946,Colletia ferox,RHAMNACEAE(Buckthorn Family),BER FAMILY (बेर फैमिली),Colletia spinosissima J.F.Gmel.,,Tree,Planted,,,,
947,2947,Colocasia affinis,ARACEAE(Arum Family),OAL FAMILY,Colocasia affinis Schott,,Herb,,Common on walls during rainy season. An introduced species.,August,Karnataka,
948,2948,Colocasia esculenta,ARACEAE(Arum Family),OAL FAMILY,Colocasia esculenta (L.) Schott,"Taro, Cocoyam, Wild Taro",Herb,,"Often cultivated for its edible tuber. Widely distributed along roadsides of ghats and plains, and wet habitats",June-January,"Andhra Pradesh, Karnataka, Kerala, Maharashtra, Odisha",
949,2949,Colocasia fallax,ARACEAE(Arum Family),OAL FAMILY,Colocasia fallax Schott,"Deceptive Taro, Tibetan Taro, Dwarf Elephant Ear",Perennial herb,"Dense forests, humid forest margins, moist mossy rock faces in forests, valley scrub, moist shaded places along streams; 700 - 1400 m. altitude",,March-October,Uttarakhand,
950,2950,Colpodium himalaicum,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Catabrosella himalaica (Hook.f.) Tzvelev,,Herb,Moraine,,July-August,Uttarakhand,
951,2951,Colpodium nutans,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Hyalopoa nutans (Stapf) E.B.Alexeev ex T.A.Cope,,Herb,Himalayas; 3500 - 4700 m. altitude,,July-September,Uttarakhand,
952,2952,Colquhounia coccinea,LAMIACEAE(Mint Family),TULSI FAMILY (तुलसी फैमिली),Colquhounia coccinea Wall.,Himalayan Mint Shrub,Shrub,"Stony, grassy hillsides, thicket, open oak forest; 1200 - 3000 m. altitude",,August-January,"Uttarakhand, Sikkim","Leaf indumentum sparse, lower surface green, margins serrulate"
953,2953,Colquhounia vestita,LAMIACEAE(Mint Family),TULSI FAMILY (तुलसी फैमिली),Colquhounia vestita Wall.,,Shrub,Mixed forests and thickets,,April-July,Uttarakhand,
954,2954,Colubrina asiatica,RHAMNACEAE(Buckthorn Family),BER FAMILY (बेर फैमिली),Colubrina asiatica (L.) Brongn.,The Indian Snake-wood,Shrub,Moist and Tropical semi-evergreen forests,,December-May,"Kerala, Maharashtra, Odisha, Tamil Nadu, Andaman and Nicobar Islands",A straggling glabrous littoral shrub. Berries seated on the persistent calyx
955,2955,Colubrina travancorica,RHAMNACEAE(Buckthorn Family),BER FAMILY (बेर फैमिली),Colubrina travancorica Bedd.,,Shrub,,,November-March,Kerala,
956,2956,Colutea arborescens,FABACEAE(Pea Or Bean Family),PALASH FAMILY (पलाश फैमिली),Colutea arborescens L.,Bladder-senna,Shrub,Cultivated,Ornamental plant,May-October,Uttarakhand,
957,2957,Colutea nepalensis,FABACEAE(Pea Or Bean Family),PALASH FAMILY (पलाश फैमिली),Colutea nepalensis Sims,,Shrub,"Mountain slopes, riverside gravel, among shrubs",,June-August,Uttarakhand,
958,2958,Colvillea racemosa,CAESALPINIACEAE(Pea Or Bean Family),IMLI FAMILY (ईमली फैमिली),Colvillea racemosa Bojer,,Tree,,Planted,May-June,Karnataka,Bark is coppery
959,2959,Combretum acuminatum,COMBRETACEAE(Combretum Or Indian Almond Family),ARJUN FAMILY (अर्जुन फैमिली),Combretum acuminatum Roxb.,,Liana,,,,Tamil Nadu,
960,2960,Combretum albidum,COMBRETACEAE(Combretum Or Indian Almond Family),ARJUN FAMILY (अर्जुन फैमिली),Unresolved name,"Buffalo calf plant, Oval-leaved wheel creeper",Liana,"Tropical semi-evergreen forests, along river banks","Occasional on hills, lower slopes to 1000m. Less in scrub jungles or river banks. Leaves turn red before falling",February-May onwards,"Andhra Pradesh, Karnataka, Kerala, Maharashtra, Odisha, Tamil Nadu",
961,2961,Combretum albidum,COMBRETACEAE(Combretum Or Indian Almond Family),ARJUN FAMILY (अर्जुन फैमिली),Not found in The Plant List,,Climber,,,,Odisha,
962,2962,Combretum coccineum,COMBRETACEAE(Combretum Or Indian Almond Family),ARJUN FAMILY (अर्जुन फैमिली),Combretum coccineum (Sonn.) Lam.,,Climber,,,,,"Leaves dark green, flowers brilliant scarlet, dense elongate racemes"
963,2963,Combretum latifolium,COMBRETACEAE(Combretum Or Indian Almond Family),ARJUN FAMILY (अर्जुन फैमिली),Combretum latifolium Blume,,Liana,"Tropical semi-evergreen forests, Tropical evergreen forests, also in sacred groves",,December-April,"Karnataka, Kerala, Maharashtra, Odisha, Tamil Nadu, Andaman and Nicobar Islands",
964,2964,Combretum nanum,COMBRETACEAE(Combretum Or Indian Almond Family),ARJUN FAMILY (अर्जुन फैमिली),Combretum nanum Buch.-Ham. ex D.Don,,Undershrub,"Along way sides in sal forests, often in burnt forests",,March-July,Odisha,
965,2965,Combretum razianum,COMBRETACEAE(Combretum Or Indian Almond Family),ARJUN FAMILY (अर्जुन फैमिली),Combretum razianum K.G.Bhat,,Shrub,,,January-March,Karnataka,
966,2966,Combretum recurvatum,COMBRETACEAE(Combretum Or Indian Almond Family),ARJUN FAMILY (अर्जुन फैमिली),Not found in Plant list,,Liana,Tropical semi-evergreen forests,,January-May,,"Inflorescence terminal, spicate, 18-26-flowered; peduncle slender, purplish; calyx teeth 3mm long, apex recurved. Apex of stamens protruded. Fruit chartaceous, villous when young, glabrous when mature, widely ellipsoid, horizontally faintly striate, 5-winged"
967,2967,Combretum roxburghii,COMBRETACEAE(Combretum Or Indian Almond Family),ARJUN FAMILY (अर्जुन फैमिली),Combretum album Pers.,,Liana,Open deciduous forests,Abundant in open forests,Throughout the year,"Andhra Pradesh, Odisha",
968,2968,Combretum shivannae,COMBRETACEAE(Combretum Or Indian Almond Family),ARJUN FAMILY (अर्जुन फैमिली),Not found in The Plant List,,Liana,Tropical evergreen forests,,December-February,Karnataka,"Stem pubescent, Flowers pentamerous, hypanthium and style long, ovate bracts and white petals."
969,2969,Combretum squamosum,COMBRETACEAE(Combretum Or Indian Almond Family),ARJUN FAMILY (अर्जुन फैमिली),Combretum squamosum Roxb. ex G.Don,,,,,,Andaman and Nicobar Islands,
970,2970,Combretum wallichii,COMBRETACEAE(Combretum Or Indian Almond Family),ARJUN FAMILY (अर्जुन फैमिली),Combretum wallichii DC.,,Climber,"Mixed forests, woods, thickets, scrub, mountain slopes and valleys, shaded limestone ravines, streamsides, roadsides",,March-November,"Arunachal Pradesh, Andaman and Nicobar Islands","Lianas to 6 m tall. Bark longitudinally fibrous peeling, sparsely black lenticellate. Branchlets together with petioles puberulous and densely brown scaly, glabrescent. Fruit purple or red, glossy, ± globose, 4-winged, 1.7-3.3 × 1.8-3 cm, glabrous, white or golden scaly."
971,2971,Commelina albescens,COMMELINACEAE(Spiderwort Family),KANA FAMILY (काना फैमिली),Commelina albescens Hassk.,,Scrambling or semi-erect perennial herb,"Alluvial plains, rarely on dunes or silty or sandy soil in arid regions",Santapau and Janardhanan (1967) listed it from Saurashtra.,September-October,Gujarat,
972,2972,Commelina appendiculata,COMMELINACEAE(Spiderwort Family),KANA FAMILY (काना फैमिली),Commelina appendiculata C.B.Clarke,,Herb,,,May,Odisha,
973,2973,Commelina attenuata,COMMELINACEAE(Spiderwort Family),KANA FAMILY (काना फैमिली),Commelina attenuata K.D.Koenig ex Vahl,,Herb,"Grasslands, also in the plains in moist places","Often on plains to about 600m, on perennially moist places or on post-monsoon puddles.",July-January,"Andhra Pradesh, Telangana, Karnataka, Kerala, Maharashtra, Odisha, Tamil Nadu",
974,2974,Commelina benghalensis,COMMELINACEAE(Spiderwort Family),KANA FAMILY (काना फैमिली),Commelina benghalensis L.,"Garden Commelina, Dayflower",Herb,Wasteland and deciduous forests,Frequent near moist places,July-November,"Andhra Pradesh, Karnataka, Kerala, Maharashtra, Odisha, Tamil Nadu",
975,2975,Commelina clavata,COMMELINACEAE(Spiderwort Family),KANA FAMILY (काना फैमिली),Commelina clavata C.B.Clarke,Willow-leaved Day-flower,Herb,Wet areas in Tropical moist deciduous forests,Often on perennially moist places.,July-December,"Andhra Pradesh, Kerala, Maharashtra, Tamil Nadu",
976,2976,Commelina clavatoides,COMMELINACEAE(Spiderwort Family),KANA FAMILY (काना फैमिली),Not found in Plant list,,Herb,Along the margins of wet Evergreen forests,,September-November,Kerala,Upper half of the spathe is dark green and the lower pale green
977,2977,Commelina diffusa,COMMELINACEAE(Spiderwort Family),KANA FAMILY (काना फैमिली),Commelina diffusa Burm.f.,"Climbing Day Flower, Creeping dayflower",Herb,Sandy soil in Tropical dry deciduous forests and scrub forests,"Often on plains to 1400m, on perennially moist places.",April-November,"Karnataka, Kerala, Maharashtra, Odisha, Tamil Nadu",
