Plant_Id,Scientific_name,Plant_Name_Mapped,Plant_Use,Kingdom,Family,Group,Common_Name,Synonymous_names,System_of_medicine
1602,Bombax ceiba,Bombax ceiba,"[['None', 'Pleurisy'], ['None', 'Periodontal diseases'], ['None', 'Antifungal agents'], ['None', 'Scorpion stings'], ['None', 'Leprosy'], ['None', 'Hepatitis'], ['None', 'Pain'], ['None', 'Pneumonia'], ['None', 'Snake bites'], ['None', 'Reproductive health'], ['None', 'Rinderpest'], ['None', 'Scabies'], ['None', 'Smallpox'], ['None', 'Lymphoma'], ['None', 'Splenomegaly'], ['None', 'Syphilis'], ['root', 'Analgesics'], ['None', 'Stomatitis, aphthous'], ['None', 'General tonic for rejuvenation'], ['None', 'Aphrodisiacs'], ['None', 'Disorder of ejaculation'], ['None', 'Cachexia'], ['flower', 'Colic'], ['None', 'Toothache'], ['plant exudate', 'General tonic for rejuvenation'], ['plant exudate', 'Leukorrhea'], ['plant exudate', 'Urination disorders'], ['None', 'Hemoptysis'], ['None', 'Hematuria'], ['None', 'Fistula'], ['None', 'Fever'], ['None', 'Exanthema'], ['None', 'Enteritis'], ['None', 'Emetics'], ['None', 'Emaciation'], ['None', 'Dysentery'], ['None', 'Kidney diseases'], ['None', 'Diarrhea'], ['None', 'Dental caries'], ['None', 'Cholera'], ['None', 'Carbuncle'], ['None', 'Atrophy'], ['None', 'Urinary calculi'], ['seed', 'Cystitis'], ['None', 'Wounds and injuries'], ['root', 'Oxytocics'], ['seed', 'Gonorrhea'], ['wood', 'Snake bites'], ['wood', 'Diarrhea'], ['wood', 'Diabetes mellitus'], ['stem', 'Spasm'], ['root', 'Pain'], ['stem', 'Acne vulgaris'], ['seed', 'Skin diseases'], ['seed', 'Hemoptysis'], ['stem', 'Antiviral agents'], ['seed', 'Cardiotonic agents'], ['seed', 'Anemia, hemolytic'], ['root', 'Nocturnal enuresis'], ['root', 'Vomiting'], ['root', 'Syphilis'], ['seed', 'Common cold'], ['root', 'General tonic for rejuvenation'], ['flower', 'Colitis'], ['root', 'Hemostasis'], ['None', 'Urination disorders'], ['root', 'Liver diseases'], ['root', 'Aphrodisiacs'], ['None', 'Antipyretics'], ['None', 'Antirheumatic agents'], ['None', 'Analgesics'], ['root', 'Menorrhagia'], ['root', 'Leukorrhea'], ['None', 'Acne vulgaris'], ['root', 'Hematologic diseases'], ['root', 'Gonorrhea'], ['root', 'Furunculosis'], ['root', 'Expectorants'], ['root', 'Erectile dysfunction'], ['root', 'Emetics'], ['root', 'Disorder of ejaculation'], ['root', 'Dysentery'], ['root', 'Diuretics'], ['root', 'Diarrhea'], ['root', 'Demulcents'], ['root', 'Common cold'], ['root', 'Astringents'], ['root', 'Anti-infective agents'], ['flower', 'Conjunctivitis'], ['bark', 'Hemostatics'], ['flower', 'Diarrhea'], ['plant exudate', 'Laxatives'], ['plant exudate', 'Menorrhagia'], ['plant exudate', 'Pain'], ['plant exudate', 'Tuberculosis, pulmonary'], ['plant exudate', 'Influenza, human'], ['None', 'Menorrhagia'], ['None', 'Neuralgia'], ['plant exudate', 'Hemostatics'], ['plant exudate', 'Hemostasis'], ['plant exudate', 'Hemorrhage'], ['flower', 'Aphrodisiacs'], ['flower', 'Astringents'], ['flower', 'Demulcents'], ['bark', 'Coagulants'], ['flower', 'Diuretics'], ['flower', 'Furunculosis'], ['flower', 'Hemorrhage'], ['flower', 'Hemostasis'], ['flower', 'Inflammation'], ['flower', 'Laxatives'], ['flower', 'Leukorrhea'], ['flower', 'Menorrhagia'], ['flower', 'Dysentery'], ['flower', 'Oxytocics'], ['bark', 'Wounds and injuries'], ['bark', 'Syphilis'], ['bark', 'Acne vulgaris'], ['bark', 'Analgesics'], ['bark', 'Astringents'], ['bark', 'Demulcents'], ['bark', 'Diuretics'], ['bark', 'Dysentery'], ['bark', 'Emetics'], ['bark', 'Wound healing'], ['bark', 'Exanthema'], ['bark', 'Gonorrhea'], ['bark', 'Headache'], ['bark', 'Hemorrhoids'], ['bark', 'Hypoglycemic agents'], ['bark', 'Pain'], ['bark', 'General tonic for rejuvenation'], ['bark', 'Furunculosis'], ['flower', 'Premature ejaculation'], ['flower', 'General tonic for rejuvenation'], ['flower', 'Skin diseases'], ['leaf', 'Antifungal agents'], ['leaf', 'Anti-inflammatory agents'], ['leaf', 'Exanthema'], ['leaf', 'Hypersensitivity'], ['leaf', 'Skin diseases'], ['leaf', 'Urination disorders'], ['plant exudate', 'Aphrodisiacs'], ['leaf', 'Angiotensin-converting enzyme inhibitors'], ['plant exudate', 'Astringents'], ['plant exudate', 'Dental caries'], ['plant exudate', 'Diarrhea'], ['plant exudate', 'Dysentery'], ['plant exudate', 'Disorder of ejaculation'], ['plant exudate', 'Hematinics'], ['plant exudate', 'Hematologic diseases'], ['plant exudate', 'Hemoptysis'], ['plant exudate', 'Demulcents'], ['fruit', 'Cooling effect on body'], ['fruit', 'Ulcer'], ['fruit', 'Snake bites'], ['flower', 'Snake bites'], ['flower', 'Splenomegaly'], ['flower', 'Sterilization, reproductive'], ['flower', 'Cooling effect on body'], ['fruit', 'Analgesics'], ['fruit', 'Astringents'], ['fruit', 'Calculi'], ['fruit', 'Diabetes mellitus'], ['fruit', 'Diarrhea'], ['fruit', 'Diuretics'], ['fruit', 'Expectorants'], ['fruit', 'Inflammation'], ['fruit', 'Laxatives'], ['fruit', 'Leukorrhea'], ['fruit', 'Increase physical endurance, strength and stamina'], ['fruit', 'General tonic for rejuvenation'], ['fruit', 'Skin diseases']]",Plantae,Malvaceae,Angiosperms,Silk Cotton Tree,"Salmalia malabarica, Bombax malabaricum, Bombax ceiba, Bombax ceibua, Bombay ceiba, Bombay cieha, Bombuax ceiba","Ayurveda, Siddha, Sowa Rigpa, Unani"
1603,Bombax insigne,Bombax insigne,"[['whole plant excluding root', 'Central nervous system diseases']]",Plantae,Malvaceae,Angiosperms,Showy Silk Cotton Tree,"Bombax insigne, Salmalia insignis, Bombay insigne","Ayurveda, Siddha"
1608,Borago officinalis,Borago officinalis,"[['flower', 'Asthma'], ['whole plant', 'Diaphoretic'], ['whole plant', 'Nervous system diseases'], ['whole plant', 'Laxatives'], ['whole plant', 'Emollients'], ['whole plant', 'Diuretics'], ['whole plant', 'Demulcents'], ['whole plant', 'Antipyretics'], ['seed', 'Rheumatoid arthritis'], ['seed', 'Neurodermatitis'], ['seed', 'Eczema'], ['seed', 'Dermatitis, seborrheic'], ['flower', 'Urinary bladder calculi'], ['flower', 'Thirst'], ['flower', 'Stomatitis'], ['flower', 'General tonic for rejuvenation'], ['flower', 'Heart diseases'], ['flower', 'Gingivitis'], ['flower', 'Diuretics'], ['flower', 'Demulcents'], ['flower', 'Antipyretics'], ['flower', 'Cough'], ['flower', 'Astringents']]",Plantae,Boraginaceae,Angiosperms,,Borago officinalis,"Ayurveda, Unani"
1610,Borassus flabellifer,Borassus flabellifer,"[['flower', 'Hepatomegaly'], ['bark', 'Dysentery'], ['bark', 'Hematologic diseases'], ['flower', 'Hemorrhage'], ['flower', 'Heartburn'], ['flower', 'Gastrointestinal diseases'], ['flower', 'Furunculosis'], ['flower', 'Edema'], ['flower', 'Dysuria'], ['bark', 'Dentifrices'], ['flower', 'Dyspnea'], ['flower', 'Contraceptive agents'], ['flower', 'Antirheumatic agents'], ['flower', 'Anti-inflammatory agents'], ['flower', 'Anthelmintics'], ['flower', 'Antacids'], ['bark', 'Skin diseases'], ['flower', 'Diuretics'], ['flower', 'Arthritis'], ['flower', 'Laxatives'], ['flower', 'Lung diseases'], ['plant exudate', 'Anemia'], ['plant exudate', 'Anti-inflammatory agents'], ['plant exudate', 'Asthma'], ['plant exudate', 'Astringents'], ['plant exudate', 'Digestive system diseases'], ['plant exudate', 'Diuretics'], ['plant exudate', 'Emollients'], ['plant exudate', 'Gastrointestinal diseases'], ['plant exudate', 'Gonorrhea'], ['plant exudate', 'Laxatives'], ['plant exudate', 'Leprosy'], ['plant exudate', 'General tonic for rejuvenation'], ['leaf', 'Syphilis'], ['leaf', 'Splenomegaly'], ['plant exudate', 'Respiratory tract infections'], ['root', 'Anti-inflammatory agents'], ['root', 'Anthelmintics'], ['leaf', 'Hiccup'], ['fruit', 'Colic'], ['fruit', 'Convalescence'], ['flower', 'Pain'], ['flower', 'Pruritus'], ['flower', 'General tonic for rejuvenation'], ['flower', 'Respiratory tract infections'], ['flower', 'Skin diseases'], ['flower', 'Splenomegaly'], ['flower', 'Uterine neoplasms'], ['flower', 'Antiperiodic'], ['fruit', 'Anemia'], ['fruit', 'Anthelmintics'], ['fruit', 'Antihypertensive agents'], ['fruit', 'Appetite stimulants'], ['fruit', 'Demulcents'], ['None', 'Respiratory tract infections'], ['flower', 'Lice infestations'], ['fruit', 'Constipation'], ['fruit', 'Aphrodisiacs'], ['fruit', 'Cough'], ['None', 'General tonic for rejuvenation'], ['fruit', 'Diabetes mellitus'], ['fruit', 'Diet, food, and nutrition'], ['fruit', 'Diuretics'], ['fruit', 'Dyspepsia'], ['fruit', 'Edema'], ['fruit', 'Flatulence'], ['fruit', 'Heart diseases'], ['fruit', 'Hemoptysis'], ['fruit', 'Hemorrhage'], ['fruit', 'Hemostatics'], ['fruit', 'Asthma'], ['fruit', 'Hypnotics and sedatives'], ['fruit', 'Asthenia'], ['flower', 'Jaundice'], ['None', 'Sepsis'], ['leaf', 'Common cold'], ['root', 'Gonorrhea'], ['root', 'Gastritis'], ['root', 'Diuretics'], ['root', 'Cholera'], ['whole plant', 'Digestive system diseases'], ['root', 'Carrageenan'], ['root', 'Back pain'], ['root', 'Antirheumatic agents'], ['fruit', 'Cooling effect on body'], ['fruit', 'Stuttering'], ['fruit', 'Typhoid fever'], ['fruit', 'Thirst'], ['fruit', 'Skin diseases'], ['fruit', 'Increase physical endurance, strength and stamina'], ['fruit', 'Lung diseases'], ['root', 'Hiccup'], ['whole plant', 'Diuretics'], ['fruit', 'Pain'], ['root', 'Uterine neoplasms'], ['whole plant', 'Anti-inflammatory agents'], ['whole plant', 'Anticonvulsants'], ['whole plant', 'Anthelmintics'], ['stem', 'Hiccup'], ['stem', 'Gastritis'], ['root', 'Cooling effect on body'], ['fruit', 'Leprosy'], ['root', 'Urination disorders'], ['root', 'Thirst'], ['root', 'General tonic for rejuvenation'], ['root', 'Pain'], ['root', 'Inflammation'], ['root', 'Hypoglycemic agents'], ['root', 'Hypercholesterolemia'], ['whole plant', 'Central nervous system diseases'], ['fruit', 'Liver diseases'], ['fruit', 'Hypertension'], ['None', 'Burns'], ['None', 'Heartburn'], ['whole plant', 'Laxatives'], ['whole plant', 'General tonic for rejuvenation'], ['whole plant', 'Ulcer'], ['whole plant', 'Cooling effect on body'], ['wood', 'Abortifacient agents'], ['None', 'Anticonvulsants'], ['None', 'Anti-inflammatory agents'], ['fruit', 'Laxatives'], ['None', 'Cough'], ['None', 'Demulcents'], ['None', 'Diabetes mellitus'], ['None', 'Diuretics'], ['None', 'Earache'], ['whole plant', 'Gastrointestinal diseases'], ['fruit', 'Intestinal diseases, parasitic'], ['whole plant', 'Hypnotics and sedatives'], ['whole plant', 'Hematinics'], ['whole plant', 'Hypersensitivity'], ['None', 'Epilepsy'], ['None', 'Heat stroke'], ['None', 'Hemorrhage'], ['None', 'Hepatomegaly'], ['None', 'Hiccup'], ['None', 'Hypoglycemic agents'], ['None', 'Headache'], ['None', 'Inflammation'], ['None', 'Liver diseases'], ['None', 'Lung diseases'], ['None', 'Menorrhagia'], ['None', 'Nausea'], ['None', 'Oral ulcer'], ['None', 'Pain'], ['None', 'Laxatives'], ['None', 'Gonorrhea'], ['None', 'Edema'], ['None', 'Scabies'], ['None', 'Wounds and injuries'], ['leaf', 'Hepatomegaly'], ['leaf', 'Gastritis'], ['None', 'Antiperiodic'], ['None', 'Spider bites'], ['None', 'Splenomegaly'], ['None', 'Vomiting'], ['None', 'Tuberculosis, lymph node'], ['None', 'Syphilis'], ['None', 'Ulcer']]",Plantae,Arecaceae,Angiosperms,Palmyra Palm,"Borassus flabelliformis, Borassus flabellifer, Borassus flubellifer","Ayurveda, Siddha, Sowa Rigpa, Unani"
1612,Borreria pusilla,Spermacoce pusilla,"[['flower', 'Wounds and injuries'], ['flower', 'Wound healing']]",Plantae,Rubiaceae,Angiosperms,Tiny False Buttonweed,"Borreria pusilla, Spermacoce pusilla",
1618,Boswellia serrata,Boswellia serrata,"[['bark', 'Vomiting'], ['plant exudate', 'Diarrhea'], ['None', 'Lymphadenitis'], ['None', 'Neoplasms'], ['None', 'Nervous system diseases'], ['None', 'Nootropic agents'], ['None', 'General tonic for rejuvenation'], ['None', 'Hyperlipidemias'], ['None', 'Rinderpest'], ['None', 'Snake bites'], ['None', 'Syphilis'], ['None', 'Ulcer'], ['None', 'Urination disorders'], ['None', 'Wounds and injuries'], ['None', 'Diaphoretic'], ['None', 'Skin diseases'], ['None', 'Hemorrhoids'], ['None', 'Hematologic diseases'], ['None', 'Gout'], ['None', 'Fever'], ['None', 'Expectorants'], ['None', 'Epilepsy'], ['None', 'Dysentery'], ['None', 'Diuretics'], ['None', 'Diarrhea'], ['None', 'Leukorrhea'], ['None', 'Cough'], ['None', 'Atherosclerosis'], ['None', 'Astringents'], ['None', 'Antirheumatic agents'], ['None', 'Antifungal agents'], ['None', 'Anti-bacterial agents'], ['plant exudate', 'General tonic for rejuvenation'], ['None', 'Breast diseases'], ['wood', 'Counterirritant'], ['None', 'Amnesia'], ['stem', 'Uterine contraction'], ['stem', 'Hypoglycemic agents'], ['stem', 'Expectorants'], ['stem', 'Diuretics'], ['plant exudate', 'Rheumatoid arthritis'], ['stem', 'Anti-infective agents, local'], ['seed', 'Uterine neoplasms'], ['seed', 'Condylomata acuminata'], ['stem', 'Astringents'], ['seed', 'Antineoplastic agents'], ['seed', 'Adenocarcinoma, scirrhous'], ['root', 'Hypoglycemic agents'], ['root', 'Cardiovascular system'], ['root', 'Antineoplastic agents'], ['bark', 'Ulcer'], ['seed', 'Breast diseases'], ['None', 'Goiter'], ['plant exudate', 'Diaphoretic'], ['plant exudate', 'Spondylitis'], ['plant exudate', 'Testicular diseases'], ['plant exudate', 'Skin diseases'], ['plant exudate', 'Smallpox'], ['plant exudate', 'Stomatitis, aphthous'], ['plant exudate', 'Syphilis'], ['plant exudate', 'Tuberculosis, lymph node'], ['plant exudate', 'Urethral discharge'], ['plant exudate', 'Urination disorders'], ['plant exudate', 'Uterine contraction'], ['plant exudate', 'Vaginal diseases'], ['plant exudate', 'Wound healing'], ['plant exudate', 'Wounds and injuries'], ['plant exudate', 'Disorder of the genitourinary system'], ['stem', 'Menstruation-inducing agents'], ['plant exudate', 'Urologic diseases'], ['stem', 'Diaphoretic'], ['plant exudate', 'Pain'], ['plant exudate', 'Stomatitis'], ['plant exudate', 'Laryngitis'], ['plant exudate', 'Nervous system diseases'], ['plant exudate', 'Mouth diseases'], ['plant exudate', 'Menstruation-inducing agents'], ['plant exudate', 'Menstruation disturbances'], ['plant exudate', 'Lung diseases'], ['plant exudate', 'Dyspnea'], ['plant exudate', 'Leukorrhea'], ['plant exudate', 'Fever'], ['plant exudate', 'Antifungal agents'], ['plant exudate', 'Hypotension'], ['plant exudate', 'Hemorrhoids'], ['plant exudate', 'Hematologic diseases'], ['plant exudate', 'Glycosuria'], ['plant exudate', 'Jaundice'], ['plant exudate', 'Fibromyalgia'], ['plant exudate', 'Insecticides'], ['plant exudate', 'Dysentery'], ['plant exudate', 'Diabetes mellitus'], ['plant exudate', 'Cough'], ['plant exudate', 'Conjunctivitis'], ['plant exudate', 'Central nervous system diseases'], ['plant exudate', 'Bronchitis'], ['plant exudate', 'Breast diseases'], ['plant exudate', 'Diuretics'], ['plant exudate', 'Rheumatic diseases'], ['plant exudate', 'Asthma'], ['plant exudate', 'Arthritis'], ['plant exudate', 'Arthralgia'], ['plant exudate', 'Antirheumatic agents'], ['plant exudate', 'Antipyretics'], ['plant exudate', 'Anti-inflammatory agents'], ['plant exudate', 'Astringents'], ['plant exudate', 'Atherosclerosis'], ['plant exudate', 'Anti-infective agents, local'], ['plant exudate', 'Antidepressive agents'], ['fruit', 'Vitiligo'], ['plant exudate', 'Anti-bacterial agents'], ['plant exudate', 'Anthelmintics'], ['plant exudate', 'Analgesics'], ['leaf', 'Edema'], ['leaf', 'Anti-inflammatory agents'], ['plant exudate', 'Anticonvulsants'], ['plant exudate', 'Osteoarthritis'], ['bark', 'Toothache'], ['fruit', 'Hemorrhage'], ['flower', 'Common cold'], ['flower', 'Antipyretics'], ['bark', 'Wound healing'], ['plant exudate', 'Ointments'], ['fruit', 'Hypoglycemic agents'], ['leaf', 'Antifungal agents'], ['bark', 'Suppuration'], ['bark', 'Anti-infective agents, local'], ['bark', 'Headache'], ['bark', 'Pain'], ['bark', 'Mouth diseases'], ['bark', 'Hemostasis'], ['bark', 'Hemorrhoids'], ['bark', 'Hemorrhage'], ['bark', 'Skin diseases'], ['bark', 'Hematologic diseases'], ['bark', 'Snake bites'], ['bark', 'Dysuria'], ['bark', 'Dysentery'], ['bark', 'Diarrhea'], ['bark', 'Cough'], ['bark', 'Asthma'], ['bark', 'Endophthalmitis']]",Plantae,Burseraceae,Angiosperms,Indian Olibanum,"Boswellia serrata, Boswellia glabra, Boswellia serraia","Ayurveda, Siddha, Sowa Rigpa, Unani"
1619,Bothriochloa bladhii,Bothriochloa bladhii,"[['whole plant', 'Antifungal agents'], ['whole plant', 'Antineoplastic agents'], ['None', 'Flatulence']]",Plantae,Poaceae,Angiosperms,,"Amphilophis odorata, Andropogon intermedius, Bothriochloa intermedia, Bothriochloa odorata, Bothriochloa bladhii, Andropogon odoratus, Dichanthium glabrum",
1629,Bougainvillea spectabilis,Bougainvillea spectabilis,"[['leaf', 'Anti-bacterial agents'], ['leaf', 'Anti-inflammatory agents'], ['whole plant', 'Spasm'], ['whole plant', 'Anti-bacterial agents'], ['leaf', 'Malaria'], ['leaf', 'Insecticides'], ['leaf', 'Insect repellents'], ['leaf', 'Hypoglycemic agents'], ['leaf', 'Diabetes mellitus'], ['leaf', 'Antiviral agents'], ['leaf', 'Antifungal agents'], ['leaf', 'Inhibit mycelium']]",Plantae,Nyctaginaceae,Angiosperms,Great Bougainvillea,"Bougainvillea spectabilis, Bougainvillea speciabilis",Siddha
1686,Brassica campestris,Brassica rapa,"[['seed', 'Hair loss'], ['root', 'Whooping cough'], ['root', 'Scurvy'], ['root', 'Scorpion stings'], ['None', 'Anticonvulsants'], ['root', 'Counterirritant'], ['root', 'Diuretics'], ['root', 'Appetite stimulants'], ['root', 'Laxatives'], ['seed', 'Anti-bacterial agents'], ['seed', 'Antirheumatic agents'], ['seed', 'Anti-inflammatory agents'], ['seed', 'Antinematodal agents'], ['seed', 'Antioxidants'], ['None', 'Muscle relaxation'], ['seed', 'Jaundice'], ['None', 'Splenomegaly'], ['seed', 'Migraine disorders'], ['root', 'Antithyroid agents'], ['seed', 'Anticonvulsants'], ['leaf', 'Headache'], ['seed', 'Hemophilia a'], ['leaf', 'Antifungal agents'], ['seed', 'Bronchitis'], ['None', 'Cholagogues and choleretics'], ['seed', 'Disorder of ejaculation'], ['seed', 'Diuretics'], ['seed', 'Intestinal diseases, parasitic'], ['seed', 'Eye diseases'], ['seed', 'Fibromyalgia'], ['seed', 'Filariasis'], ['seed', 'Helminthiasis'], ['seed', 'Hemorrhoids'], ['seed', 'Influenza, human'], ['seed', 'Insecticides'], ['seed', 'Arthritis'], ['seed', 'Counterirritant'], ['seed', 'Atherosclerosis'], ['seed', 'Anthelmintics'], ['seed', 'Appetite stimulants'], ['seed', 'Aphrodisiacs'], ['leaf', 'Abscess'], ['leaf', 'Appetite stimulants'], ['None', 'Diuretics'], ['None', 'Expectorants'], ['seed', 'General tonic for rejuvenation'], ['seed', 'Scurvy'], ['seed', 'Seizures'], ['seed', 'Skin diseases'], ['seed', 'Snake bites'], ['seed', 'Hydrocele'], ['vegetable', 'Scurvy'], ['seed', 'Ulcer'], ['seed', 'Urticaria'], ['seed', 'Vitiligo'], ['seed', 'Disorder of head'], ['seed', 'Sexual debility'], ['seed', 'Depurative'], ['seed', 'Deobstruent'], ['stem', 'Anti-bacterial agents'], ['stem', 'Antifungal agents'], ['None', 'Vitiligo'], ['seed', 'Antifungal agents'], ['seed', 'Burns'], ['seed', 'Pruritus'], ['None', 'Emollients'], ['seed', 'Periodontitis'], ['seed', 'Pain'], ['None', 'Flatulence'], ['None', 'Hemorrhage'], ['None', 'Intestinal diseases, parasitic'], ['None', 'Leprosy'], ['None', 'Pneumonia'], ['None', 'Analgesics'], ['None', 'General tonic for rejuvenation'], ['None', 'Respiratory tract diseases'], ['None', 'Scabies'], ['None', 'Scurvy'], ['None', 'Skin diseases'], ['None', 'Ulcer'], ['None', 'Syphilis'], ['None', 'Tooth diseases'], ['None', 'Toothache'], ['None', 'Anthelmintics'], ['whole plant', 'Antifungal agents'], ['seed', 'Neck pain'], ['seed', 'Splenic diseases'], ['seed', 'Periodontal diseases'], ['seed', 'Colic'], ['seed', 'Cough'], ['seed', 'Laxatives'], ['seed', 'Common cold'], ['seed', 'Demulcents'], ['seed', 'Dengue virus'], ['seed', 'Diarrhea']]",Plantae,Brassicaceae,Angiosperms,Bok Choy,"Brassica campestris, Brassica rapa, Brassica chinensis, Brassica pekinensis","Ayurveda, Siddha, Unani"
1687,Brassica juncea,Brassica juncea,"[['leaf', 'Arrhythmias, cardiac'], ['seed', 'Dyspepsia'], ['seed', 'Dengue virus'], ['leaf', 'Asthma'], ['None', 'Thirst'], ['seed', 'Flatulence'], ['None', 'Anti-infective agents'], ['seed', 'Ulcer'], ['seed', 'Hypohidrosis'], ['leaf', 'Anthelmintics'], ['None', 'Pain'], ['leaf', 'Urinary bladder diseases'], ['None', 'Anthelmintics'], ['None', 'Analgesics'], ['seed', 'Vomiting'], ['seed', 'Splenomegaly'], ['seed', 'Spasm'], ['seed', 'Skin diseases'], ['seed', 'Inflammation'], ['seed', 'Intestinal diseases, parasitic'], ['seed', 'Laxatives'], ['leaf', 'Cough'], ['None', 'Intestinal diseases, parasitic'], ['leaf', 'Dysentery'], ['seed', 'Neuralgia'], ['leaf', 'Insecticides'], ['seed', 'Anti-inflammatory agents'], ['seed', 'Antirheumatic agents'], ['seed', 'Cough'], ['seed', 'Low back pain'], ['leaf', 'Gastrointestinal diseases'], ['seed', 'Antifungal agents'], ['seed', 'Anti-bacterial agents'], ['seed', 'Anorexia'], ['leaf', 'Diaphoretic'], ['leaf', 'Hemorrhoids'], ['seed', 'Anthelmintics'], ['seed', 'Abdominal pain'], ['seed', 'Analgesics']]",Plantae,Brassicaceae,Angiosperms,Mustard,"Brassica juncea, Brassica cernua, Brassica integrifolia","Ayurveda, Siddha, Unani"
1689,Brassica napus,Brassica napus,"[['seed', 'Myocardial infarction'], ['root', 'Common cold'], ['None', 'Scurvy'], ['None', 'Arthritis'], ['None', 'Anti-inflammatory agents'], ['seed', 'General tonic for rejuvenation'], ['seed', 'Osteoarthritis'], ['seed', 'Laxatives'], ['seed', 'Analgesics'], ['seed', 'Appetite stimulants'], ['seed', 'Antifungal agents'], ['seed', 'Anticoagulants'], ['seed', 'Anti-bacterial agents'], ['root', 'Emollients'], ['root', 'Diuretics'], ['root', 'Cough'], ['seed', 'Inflammation']]",Plantae,Brassicaceae,Angiosperms,Gobhi Sarson,Brassica napus,"Ayurveda, Unani"
1691,Brassica nigra,Brassica nigra,"[['whole plant', 'Antiviral agents'], ['None', 'Antirheumatic agents'], ['None', 'Blister'], ['seed', 'Fever'], ['None', 'Pharyngitis'], ['None', 'General tonic for rejuvenation'], ['None', 'Counterirritant'], ['seed', 'Bowel dysfunction'], ['seed', 'Snake bites'], ['seed', 'Urinary bladder calculi'], ['seed', 'Sprains and strains'], ['seed', 'Splenomegaly'], ['seed', 'Sneezing'], ['seed', 'Irritant'], ['None', 'Pleurisy'], ['seed', 'Wounds and injuries'], ['seed', 'Eye diseases'], ['None', 'Pneumonia'], ['seed', 'Skin diseases'], ['seed', 'Insecticides'], ['seed', 'Counterirritant'], ['seed', 'Laxatives'], ['seed', 'Pharyngitis'], ['seed', 'Nasal disease'], ['seed', 'Emetics'], ['seed', 'Pleurisy'], ['seed', 'Pneumonia'], ['seed', 'Musculoskeletal pain'], ['seed', 'Dyspepsia'], ['seed', 'Common cold'], ['seed', 'Digestive system diseases'], ['seed', 'Cough'], ['seed', 'Contraceptives, oral'], ['seed', 'Biliary tract diseases'], ['seed', 'Appetite stimulants'], ['seed', 'Antirheumatic agents'], ['seed', 'Antiparasitic agents'], ['seed', 'Antiemetics'], ['seed', 'Anthelmintics'], ['leaf', 'Increase physical endurance, strength and stamina'], ['leaf', 'Pharyngitis'], ['leaf', 'Biliary tract diseases'], ['leaf', 'Anthelmintics'], ['seed', 'Diuretics'], ['seed', 'General tonic for rejuvenation'], ['seed', 'Pruritus'], ['seed', 'Scorpion stings'], ['seed', 'Neuralgia']]",Plantae,Brassicaceae,Angiosperms,,Brassica nigra,"Ayurveda, Homeopathy, Siddha, Sowa Rigpa, Unani"
1692,Brassica oleracea,Brassica oleracea,"[['None', 'Urinary incontinence'], ['seedling', 'Antifungal agents'], ['seed', 'Appetite stimulants'], ['flower', 'Cardiotonic agents'], ['flower', 'Blister'], ['flower', 'Antitussive agents'], ['flower', 'Antipyretics'], ['flower', 'Anti-infective agents'], ['bulb', 'Hypoglycemic agents'], ['vegetable', 'Atherosclerosis'], ['seed', 'Hypercholesterolemia'], ['vegetable', 'Emollients'], ['None', 'Influenza, human'], ['None', 'Dysentery'], ['None', 'Emollients'], ['None', 'Fever'], ['None', 'Gout'], ['None', 'Headache'], ['vegetable', 'Pectoralis muscles'], ['None', 'Intestinal diseases, parasitic'], ['None', 'Diarrhea'], ['None', 'Scurvy'], ['None', 'Skin diseases'], ['None', 'Ulcer'], ['flower', 'Skin diseases'], ['None', 'Urination disorders'], ['flower', 'Urologic diseases'], ['leaf', 'Anti-bacterial agents'], ['leaf', 'Ulcer'], ['leaf', 'Warts'], ['seed', 'Anthelmintics'], ['seed', 'Anti-bacterial agents'], ['seed', 'Antifungal agents'], ['seed', 'Antinematodal agents'], ['seed', 'Diuretics'], ['vegetable', 'Cough'], ['seed', 'Hypoglycemic agents'], ['seed', 'Laxatives'], ['tuber', 'Antifungal agents'], ['vegetable', 'Anthelmintics'], ['vegetable', 'Anti-bacterial agents'], ['vegetable', 'Asthma'], ['leaf', 'Gout'], ['leaf', 'Cardiotonic agents'], ['leaf', 'Blister'], ['leaf', 'Appetite stimulants'], ['leaf', 'Antirheumatic agents'], ['leaf', 'Antineoplastic agents'], ['leaf', 'Antifungal agents'], ['flower', 'Vomiting'], ['None', 'Warts'], ['None', 'Diuretics'], ['None', 'Cardiotonic agents'], ['vegetable', 'Scurvy'], ['vegetable', 'Stomach diseases'], ['vegetable', 'Stomach ulcer'], ['vegetable', 'Thrombosis'], ['None', 'Abdominal pain'], ['None', 'Anthelmintics'], ['None', 'Antineoplastic agents'], ['None', 'Antipruritics'], ['None', 'Appetite stimulants'], ['None', 'Asthma'], ['None', 'Bronchitis'], ['None', 'Common cold'], ['None', 'Cough'], ['None', 'Deafness'], ['None', 'Hemorrhage']]",Plantae,Brassicaceae,Angiosperms,Cauliflower,"Brassica oleracea, Brassica oleraceae, Brassica olearacea","Ayurveda, Siddha, Unani"
